cycle_index,gait_percent,segment_id,walk_dt_ms,walk_exec_ms,walk_out,walk_state,walk_tilt_forward_deg,walk_pos_rad,walk_vel_rad_s,walk_tq_nm,walk_temp_c,walk_vbus_v,walk_err_code,walk_fb_age_ms,walk_typical_stride_ms,walk_effective_step_count,walk_tilt_accel_deg,walk_acc_x,walk_acc_y,walk_acc_z,walk_gyr_x,walk_gyr_y,walk_gyr_z,cfg_gait_model,cfg_gait_mode,cfg_side_is_left,cfg_assist_pct,ankle_joint_angle_deg,leg_tilt_angle_deg,foot_tilt_angle_deg
2,0.0,1,20.0,0.0,0,1,-4.16,0.146,-0.246,-0.0,32.0,25.93,0,2.0,1641.0,49.0,-7.28,0.13,-1.05,-0.05,-3.21,-13.75,0.07,0,1,1,100.0,-8.365183808910018,-4.16,-4.205183808910018
2,1.0,1,20.0,0.0,0,1,-4.3589,0.14366,-0.36027,-0.0,32.0,25.93,0,2.0,1641.0,49.0,-7.2605,0.13,-1.0461,-0.05,-3.2802000000000002,-12.895900000000001,1.4545000000000001,0,1,1,100.0,-8.231111684849408,-4.3589,-3.8722116848494075
2,2.0,1,20.0,0.0,0,1,-4.5578,0.14132,-0.47454,-0.0,32.0,25.93,0,2.0,1641.0,49.0,-7.2410000000000005,0.13,-1.0422,-0.05,-3.3504,-12.0418,2.8390000000000004,0,1,1,100.0,-8.097039560788794,-4.5578,-3.5392395607887934
2,3.0,1,20.0,0.0,0,1,-5.2996,0.1283,-0.50856,-0.0,32.0,25.93,0,2.0,1641.0,49.0,-7.032,0.13,-1.0366,-0.0534,-3.4901999999999997,-9.0286,7.5973999999999995,0,1,1,100.0,-7.351048511528462,-5.2996,-2.051448511528462
2,4.0,1,20.0,0.0,0,1,-5.6356,0.12476,-0.27024,-0.0,32.0,25.93,0,2.0,1641.0,49.0,-6.8676,0.1288,-1.03,-0.06,-3.5063999999999997,-7.7236,9.5696,0,1,1,100.0,-7.148221452052151,-5.6356,-1.5126214520521506
2,5.0,1,20.0,0.0,0,1,-5.9319999999999995,0.1232,-0.0768,-0.0,32.0,25.93,0,2.0,1641.0,49.0,-6.657,0.121,-1.03,-0.06,-3.483,-6.577,11.192,0,1,1,100.0,-7.058840036011742,-5.9319999999999995,-1.1268400360117425
2,6.0,1,20.0,0.0,0,1,-6.1944,0.12096,-0.23831999999999992,-0.0,32.0,25.93,0,2.0,1641.0,49.0,-6.4192,0.1132,-1.03,-0.06,-3.4255999999999998,-5.5732,12.447199999999999,0,1,1,100.0,-6.930497489902438,-6.1944,-0.7360974899024377
2,7.0,1,20.0,0.0,0,1,-6.4242,0.11862,-0.23307999999999998,-0.0,32.0,25.93,0,2.0,1641.0,49.0,-6.159,0.11,-1.0254,-0.06,-3.3494,-4.6777999999999995,13.4,0,1,1,100.0,-6.796425365841825,-6.4242,-0.37222536584182553
2,8.0,1,20.0,0.0,0,1,-6.6228,0.11652000000000001,-0.1372,-0.0,32.0,25.93,0,2.0,1641.0,49.0,-5.8812,0.1076,-1.02,-0.0624,-3.2612,-3.8792,14.057599999999999,0,1,1,100.0,-6.676104228864353,-6.6228,-0.05330422886435304
2,9.0,1,20.0,0.0,0,1,-6.7932,0.115,-0.17505999999999994,-0.0,32.0,25.93,0,2.0,1641.0,49.0,-5.5924,0.0998,-1.02,-0.07,-3.1675999999999997,-3.1642,14.4302,0,1,1,100.0,-6.589014644004467,-6.7932,0.20418535599553245
