gait_percent,walk_dt_ms_mean,walk_dt_ms_sd,walk_exec_ms_mean,walk_exec_ms_sd,walk_tilt_forward_deg_mean,walk_tilt_forward_deg_sd,walk_pos_rad_mean,walk_pos_rad_sd,walk_vel_rad_s_mean,walk_vel_rad_s_sd,walk_tq_nm_mean,walk_tq_nm_sd,walk_temp_c_mean,walk_temp_c_sd,walk_vbus_v_mean,walk_vbus_v_sd,walk_fb_age_ms_mean,walk_fb_age_ms_sd,walk_typical_stride_ms_mean,walk_typical_stride_ms_sd,walk_effective_step_count_mean,walk_effective_step_count_sd,walk_tilt_accel_deg_mean,walk_tilt_accel_deg_sd,walk_acc_x_mean,walk_acc_x_sd,walk_acc_y_mean,walk_acc_y_sd,walk_acc_z_mean,walk_acc_z_sd,walk_gyr_x_mean,walk_gyr_x_sd,walk_gyr_y_mean,walk_gyr_y_sd,walk_gyr_z_mean,walk_gyr_z_sd,cfg_assist_pct_mean,cfg_assist_pct_sd,ankle_joint_angle_deg_mean,ankle_joint_angle_deg_sd,leg_tilt_angle_deg_mean,leg_tilt_angle_deg_sd,foot_tilt_angle_deg_mean,foot_tilt_angle_deg_sd
0.0,20.0,0.0,0.0,0.0,5.839230769230769,3.066714669870146,-0.04935897435897436,0.05139654257237604,0.7910256410256411,0.6596879041669503,2.57676923076923,1.3005217872178612,37.51282051282051,2.4695172644806815,25.762307692307694,0.09688467203904483,19.076923076923077,4.257406026311618,1641.0,0.0,77.46153846153847,20.877898353907977,11.605897435897436,6.0225395578647625,-0.2233333333333333,0.11673932574517722,-1.0743589743589748,0.016350578904103845,-0.022820512820512822,0.02762042702790416,-1.0664102564102562,2.929420175410582,6.946923076923077,9.949789776632986,-0.39692307692307693,1.8463436896317316,100.0,0.0,2.8280609118636795,2.944804970961606,5.839230769230769,3.066714669870146,-3.0111698573670904,2.159651142926834
1.0,20.0,0.0,0.0,0.0,5.599654700854701,3.0169933508048072,-0.04384115384615385,0.050163873631454636,0.7690897435897435,0.7034992262348911,1.919273846153846,1.035655482846785,37.52192307692308,2.479560024476067,25.762307692307694,0.09688467203904483,22.148717948717948,7.939072986944875,1641.0,0.0,77.46153846153847,20.877898353907977,11.39168205128205,5.940456562813111,-0.21992222222222219,0.11452001953062332,-1.0754008547008551,0.01614512670155696,-0.023571794871794872,0.026168924406409867,-1.2519782051282051,2.744086632119743,5.814065384615384,9.515515156983536,1.2665141025641027,2.060072513381019,100.0,0.0,2.5119130843683517,2.8741782431099496,5.599654700854701,3.0169933508048072,-3.0877416164863485,1.994792898418199
2.0,20.0,0.0,0.0,0.0,5.361224786324786,2.9739153281276174,-0.04094846153846154,0.049369899765282166,0.766668205128205,0.7733962631722491,1.5673564102564101,1.0070036546201575,37.53102564102564,2.4908599179609,25.76317948717949,0.09701624166652938,29.02051282051282,11.122078078431478,1641.0,0.0,77.46153846153847,20.877898353907977,11.186653846153847,5.832045829536474,-0.21564444444444442,0.11222512314587679,-1.0760786324786327,0.015855650914324823,-0.024879487179487184,0.02487803067480242,-1.4393589743589743,2.580354744554765,4.487879487179487,8.986912205072073,2.7320871794871793,2.696368513797721,100.0,0.0,2.346174023707624,2.828686891534582,5.361224786324786,2.9739153281276174,-3.0150507626171623,1.974188912450884
3.0,20.0,0.0,0.0,0.0,5.158817948717949,2.990249752715772,-0.040554358974358974,0.04753620065386577,0.8216651282051282,0.9617151176383066,1.5032382051282052,1.0307498883155326,37.53846153846154,2.501011940944093,25.76579487179487,0.09921883827049281,37.414529914529915,14.291746677433023,1641.0,0.0,77.46153846153847,20.877898353907977,11.039332905982906,5.723396202184983,-0.21185213675213674,0.10987177855082864,-1.0756008547008549,0.015909838688262068,-0.02631666666666667,0.02380353615186898,-1.5657350427350427,2.4203068844848414,3.387308547008547,8.486401962355119,3.7721004273504284,3.0601752755827274,100.0,0.0,2.3235936100892625,2.723623671553533,5.158817948717949,2.990249752715772,-2.8352243386286857,1.9847133513245563
4.0,20.0,0.0,0.003076923076923075,0.019215378456610446,4.972423931623932,2.9635279795362277,-0.04004410256410257,0.04600646068577009,0.8804317948717948,1.112501185964765,1.4053897435897438,0.9875889970915271,37.53846153846154,2.501011940944093,25.776184615384615,0.10240714802986786,43.88581196581196,15.7354496925903,1641.0,0.0,77.46153846153847,20.877898353907977,10.903639316239317,5.583157564255414,-0.2090307692307692,0.1065482806260311,-1.0745709401709405,0.015585409242511427,-0.028200000000000003,0.023321821721749198,-1.6539709401709404,2.306007628132363,2.196300854700855,7.940226834679778,4.664073504273505,3.4280749470061465,100.0,0.0,2.294358071312075,2.6359760276291735,4.972423931623932,2.9635279795362277,-2.6780658603118566,1.8898341833661167
5.0,20.0,0.0,0.016025641025641024,0.08516377015074424,4.760149572649572,2.929729932752637,-0.038542948717948715,0.0457464098205639,0.9916910256410258,2.4021637553702933,1.0043192307692308,0.8561857388383564,37.55128205128205,2.4836170349408366,25.817397435897433,0.11182497364227023,39.6258547008547,18.169496881871027,1641.0,0.0,77.46153846153847,20.877898353907977,10.721320512820512,5.452418066118982,-0.20489316239316244,0.10403820139582198,-1.0730213675213678,0.014731821957844568,-0.030980769230769232,0.022957009637537197,-1.7378397435897437,2.1378135400991405,0.6899679487179486,7.584454780742737,5.669175213675213,3.45242935754778,100.0,0.0,2.2083482915276282,2.6210762105941328,4.760149572649572,2.929729932752637,-2.5518012811219437,1.8188722062990512
6.0,20.0,0.0,0.0423076923076923,0.18591822676793796,4.602204273504274,2.914867742299505,-0.0365408547008547,0.046325843422876885,1.1580294017094015,3.820450129479545,0.42557333333333336,0.6190973467214537,37.58974358974359,2.4464576831986107,25.87087008547008,0.07712065954305015,23.896324786324787,20.629626042182053,1641.0,0.0,77.46153846153847,20.877898353907977,10.592205128205128,5.305852698939022,-0.20227435897435894,0.10142401225010121,-1.0711333333333333,0.014473448163944427,-0.03312564102564103,0.02245778165391931,-1.8329299145299147,1.9943984275379336,-0.4430786324786323,7.4348437894824055,6.299194871794873,3.5919317749396296,100.0,0.0,2.0936367541597485,2.6542753105147288,4.602204273504274,2.914867742299505,-2.508567519344525,1.7975557824837012
7.0,20.0,0.0,0.04256410256410257,0.1895245845560599,4.465020940170941,2.8867602391333937,-0.03827602564102564,0.04555208402967634,0.03480487179487186,4.303161803009303,0.1409078205128205,0.45592343766423343,37.59846153846154,2.430223661421807,25.890065384615383,0.06488009198538798,11.063717948717951,12.099159650519654,1641.0,0.0,77.46153846153847,20.877898353907977,10.451736324786326,5.158397393881154,-0.1988880341880342,0.09859817738703686,-1.0693175213675215,0.014621677884652743,-0.03519102564102564,0.021226627616581242,-1.8970829059829062,1.8869250727332714,-1.4134995726495727,7.218047813749328,6.819956410256409,3.7061805805271857,100.0,0.0,2.19305472576529,2.6099421629257336,4.465020940170941,2.8867602391333937,-2.2719662144056496,1.8156180701694193
8.0,20.0,0.0,0.02666666666666666,0.16008769526555935,4.3331811965811955,2.8983134567460533,-0.04129094017094018,0.04564524764659021,0.11951880341880357,1.3370727659999095,0.034897435897435894,0.21793441732872362,37.61435897435898,2.4035147453061696,25.89108888888889,0.03576657374240575,7.433504273504273,8.736548957643901,1641.0,0.0,77.46153846153847,20.877898353907977,10.330712820512819,4.987337176990848,-0.19593162393162394,0.09533698617364388,-1.0663726495726498,0.015188089500594307,-0.036635897435897444,0.020564500418509758,-1.9710905982905988,1.6339098103683856,-2.4847829059829056,7.156570840184376,7.667054700854702,3.9754906558886205,100.0,0.0,2.3657966039220617,2.615280044979072,4.3331811965811955,2.8983134567460533,-1.967384592659135,1.9359377296212843
9.0,20.0,0.0,0.02564102564102564,0.16012815380508716,4.2135991452991455,2.894541885628893,-0.04253598290598291,0.04468799862391912,-0.10319854700854691,0.3046910265505146,0.0,0.0,37.666666666666664,2.4097754135727354,25.888480341880342,0.021552220978817833,6.051282051282051,3.2521144372685313,1641.0,0.0,77.46153846153847,20.877898353907977,10.198929914529915,4.829852115238698,-0.19294786324786328,0.09152599790276951,-1.063140170940171,0.01454219597284746,-0.03869358974358975,0.020094897164150576,-2.0243102564102564,1.5516088386703626,-3.2835089743589743,7.1718307900092055,8.158567521367523,4.251350110681987,100.0,0.0,2.437132297953435,2.5604337160369957,4.2135991452991455,2.894541885628893,-1.7764668473457101,1.934014344521087
