cycle_index,start_row,end_row,start_ms,end_ms,state_path,segment_type,step_type,step_code,walk_out_values,walk_out_pattern,cycle_ms,stance_ms,swing_ms,swing_phase_ms,confirmation_wrap_ms,stance_percent,swing_percent,has_full_phase_timing,cluster_size,cluster_stance_median_ms,cluster_swing_median_ms,cluster_stance_percent_median,quality_status,accepted,user_decision,reason
46,4414,4571,88320.0,91480.0,1→2→5→6→7,full_cycle,standard,,"0,1,3,6",0→6→1→3,3160.0,2240.0,920.0,160.0,760.0,70.88607594936708,29.11392405063291,True,39,960.0000000000001,380.00000000000006,71.95121951219512,review,False,auto,timing review required: log_stance_ms robust z=8.9; log_swing_ms robust z=6.0
47,4572,4700,91480.0,94060.0,1→2→5→6→7,full_cycle,standard,,"0,1,3,6",0→6→1→3,2580.0,2480.0,100.0,100.0,0.0,96.12403100775194,3.875968992248062,True,39,960.0000000000001,380.00000000000006,71.95121951219512,review,False,auto,timing review required: log_stance_ms robust z=9.9; log_swing_ms robust z=-9.0; stance_percent robust z=8.4
48,4701,4739,94060.0,94860.0,1→2→5→6→7,full_cycle,standard,,"0,1,3,6",0→6→1→3,800.0,460.0,340.0,160.0,180.0,57.5,42.5,True,39,960.0000000000001,380.00000000000006,71.95121951219512,review,False,auto,timing review required: log_stance_ms robust z=-7.7; stance_percent robust z=-5.0
49,4740,4801,94860.0,96080.0,1→2→5→6→7,full_cycle,standard,,"0,1,3,6",0→6→1→3,1220.0,800.0,420.0,200.0,220.0,65.57377049180327,34.42622950819672,True,39,960.0000000000001,380.00000000000006,71.95121951219512,accepted,True,auto,matches patient timing cluster (39 cycles)
50,4802,4890,96080.0,97900.0,1→2→5→6→7,full_cycle,standard,,"0,1,3,6",0→6→1→3,1820.0,1700.0,120.0,40.0,80.0,93.4065934065934,6.593406593406593,True,39,960.0000000000001,380.00000000000006,71.95121951219512,review,False,auto,timing review required: log_stance_ms robust z=6.0; log_swing_ms robust z=-7.8; stance_percent robust z=7.4
51,4891,4935,97900.0,98760.0,1→2→5→6→7,full_cycle,standard,,"0,1,3,6",0→6→1→3,860.0,520.0,340.0,160.0,180.0,60.46511627906977,39.53488372093023,True,39,960.0000000000001,380.00000000000006,71.95121951219512,review,False,auto,timing review required: log_stance_ms robust z=-6.4; stance_percent robust z=-4.0
52,4936,5001,98760.0,100080.0,1→2→5→6→7,full_cycle,standard,,"0,1,3,6",0→6→1→3,1320.0,900.0,420.0,220.0,200.0,68.18181818181819,31.818181818181817,True,39,960.0000000000001,380.00000000000006,71.95121951219512,accepted,True,auto,matches patient timing cluster (39 cycles)
53,5002,5072,100080.0,101520.0,1→2→5→6→7,full_cycle,standard,,"0,1,3,6",0→6→1→3,1440.0,1060.0,380.0,180.0,200.0,73.61111111111111,26.38888888888889,True,39,960.0000000000001,380.00000000000006,71.95121951219512,accepted,True,auto,matches patient timing cluster (39 cycles)
54,5073,5142,101520.0,102920.0,1→2→5→6→7,full_cycle,standard,,"0,1,3,6",0→6→1→3,1400.0,1020.0,380.0,180.0,200.0,72.85714285714286,27.142857142857142,True,39,960.0000000000001,380.00000000000006,71.95121951219512,accepted,True,auto,matches patient timing cluster (39 cycles)
55,5143,5205,102920.0,104180.0,1→2→5→6→7,full_cycle,standard,,"0,1,3,6",0→6→1→3,1260.0,900.0,360.0,160.0,200.0,71.42857142857143,28.571428571428573,True,39,960.0000000000001,380.00000000000006,71.95121951219512,accepted,True,auto,matches patient timing cluster (39 cycles)
56,5206,5306,104180.0,106200.0,1→2→5→6→7,full_cycle,standard,,"0,1,3,6",0→6→1→3,2020.0,920.0,1100.0,180.0,920.0,45.54455445544554,54.45544554455446,True,39,960.0000000000001,380.00000000000006,71.95121951219512,review,False,auto,timing review required: log_swing_ms robust z=7.2; stance_percent robust z=-9.1
57,5307,5526,106200.0,110580.0,1→2→5→6→7,full_cycle,standard,,"0,1,3,6",0→6→1→3,4380.0,4220.0,160.0,100.0,60.0,96.34703196347031,3.65296803652968,True,39,960.0000000000001,380.00000000000006,71.95121951219512,review,False,auto,timing review required: log_stance_ms robust z=15.5; log_swing_ms robust z=-5.8; stance_percent robust z=8.4
58,5527,5620,110580.0,112460.0,1→2→5→6→7,full_cycle,standard,,"0,1,3,6",0→6→1→3,1880.0,1380.0,500.0,120.0,380.0,73.40425531914893,26.595744680851062,True,39,960.0000000000001,380.00000000000006,71.95121951219512,review,False,auto,timing review required: log_stance_ms robust z=3.8
59,5621,5744,112460.0,114960.0,1→2→5→6→7,full_cycle,standard,,"0,1,3,6",0→6→1→3,2500.0,2340.0,160.0,60.0,100.0,93.6,6.4,True,39,960.0000000000001,380.00000000000006,71.95121951219512,review,False,auto,timing review required: log_stance_ms robust z=9.3; log_swing_ms robust z=-5.8; stance_percent robust z=7.5
60,5745,5788,114960.0,115820.0,1→2→5→6→7,full_cycle,standard,,"0,1,3,6",0→6→1→3,860.0,520.0,340.0,160.0,180.0,60.46511627906977,39.53488372093023,True,39,960.0000000000001,380.00000000000006,71.95121951219512,review,False,auto,timing review required: log_stance_ms robust z=-6.4; stance_percent robust z=-4.0
61,5789,5859,115820.0,117240.0,1→2→5→6→7,full_cycle,standard,,"0,1,3,6",0→6→1→3,1420.0,940.0,480.0,140.0,340.0,66.19718309859155,33.80281690140845,True,39,960.0000000000001,380.00000000000006,71.95121951219512,accepted,True,auto,matches patient timing cluster (39 cycles)
62,5860,5932,117240.0,118700.0,1→2→5→6→7,full_cycle,standard,,"0,1,3,6",0→6→1→3,1460.0,960.0,500.0,260.0,240.0,65.75342465753425,34.24657534246575,True,39,960.0000000000001,380.00000000000006,71.95121951219512,accepted,True,auto,matches patient timing cluster (39 cycles)
63,5933,6004,118700.0,120160.0,1→2→5→6→7,full_cycle,standard,,"0,1,3,6",0→6→1→3,1460.0,1000.0,460.0,160.0,300.0,68.4931506849315,31.506849315068493,True,39,960.0000000000001,380.00000000000006,71.95121951219512,accepted,True,auto,matches patient timing cluster (39 cycles)
64,6005,6094,120160.0,121940.0,1→2→5→6→7,full_cycle,standard,,"0,1,3,6",0→6→1→3,1780.0,1680.0,100.0,60.0,40.0,94.38202247191012,5.617977528089888,True,39,960.0000000000001,380.00000000000006,71.95121951219512,review,False,auto,timing review required: log_stance_ms robust z=5.8; log_swing_ms robust z=-9.0; stance_percent robust z=7.8
65,6095,6142,121940.0,122900.0,1→2→5→6→7,full_cycle,standard,,"0,1,3,6",0→6→1→3,960.0,540.0,420.0,160.0,260.0,56.25,43.75,True,39,960.0000000000001,380.00000000000006,71.95121951219512,review,False,auto,timing review required: log_stance_ms robust z=-6.0; stance_percent robust z=-5.4
66,6143,6209,122900.0,124240.0,1→2→5→6→7,full_cycle,standard,,"0,1,3,6",0→6→1→3,1340.0,1020.0,320.0,160.0,160.0,76.11940298507463,23.880597014925375,True,39,960.0000000000001,380.00000000000006,71.95121951219512,accepted,True,auto,matches patient timing cluster (39 cycles)
67,6210,6277,124240.0,125600.0,1→2→5→6→7,full_cycle,standard,,"0,1,3,6",0→6→1→3,1360.0,920.0,440.0,260.0,180.0,67.6470588235294,32.35294117647059,True,39,960.0000000000001,380.00000000000006,71.95121951219512,accepted,True,auto,matches patient timing cluster (39 cycles)
68,6278,6346,125600.0,127000.0,1→2→5→6→7,full_cycle,standard,,"0,1,3,6",0→6→1→3,1400.0,1000.0,400.0,160.0,240.0,71.42857142857143,28.571428571428573,True,39,960.0000000000001,380.00000000000006,71.95121951219512,accepted,True,auto,matches patient timing cluster (39 cycles)
69,6347,6370,127000.0,,1→2,full_cycle,standard,,"0,6",0→6,,,,,,,,False,,,,,rejected,False,auto,"incomplete suffix after [1, 2]"
