cycle_index,gait_percent,segment_id,walk_dt_ms,walk_exec_ms,walk_out,walk_state,walk_tilt_forward_deg,walk_pos_rad,walk_vel_rad_s,walk_tq_nm,walk_temp_c,walk_vbus_v,walk_err_code,walk_fb_age_ms,walk_typical_stride_ms,walk_effective_step_count,walk_tilt_accel_deg,walk_acc_x,walk_acc_y,walk_acc_z,walk_gyr_x,walk_gyr_y,walk_gyr_z,cfg_gait_model,cfg_gait_mode,cfg_side_is_left,cfg_assist_pct
9,0.0,1,20.0,0.0,0,1,9.9,-0.247,1.219,3.733,42.0,25.79,0,19.0,2619.0,26.0,8.35,-0.16,-1.07,0.08,-6.71,-6.67,-1.76,0,1,1,100.0
9,1.0,1,20.0,0.0,0,1,9.552,-0.22,2.297,2.799,42.0,25.79,0,32.8,2619.0,26.0,7.0194,-0.1331,-1.07,0.08,-4.0360000000000005,-4.7219999999999995,2.3467,0,1,1,100.0
9,2.0,1,20.0,0.0,0,1,9.2316,-0.14172000000000007,12.756119999999992,1.7353800000000008,42.0,25.884999999999998,0,38.860000000000014,2619.0,26.0,6.2844,-0.12,-1.07,0.08,-1.4794000000000003,-2.5582000000000003,1.0460000000000007,0,1,1,100.0
9,3.0,1,20.0,1.0,0,1,8.939499999999999,-0.035070000000000004,-0.16696999999999992,-0.0,42.0,25.9328,0,7.0,2619.0,26.0,6.3717,-0.12,-1.06,0.08,0.5203999999999996,-1.0150000000000003,-3.134699999999999,0,1,1,100.0
9,4.0,1,20.0,1.0,0,1,8.6936,-0.04207999999999999,-0.6725599999999997,-0.0,42.0,25.97,0,7.0,2619.0,26.0,6.9412,-0.1276,-1.0524,0.08,1.4103999999999999,-0.39040000000000014,-6.2996,0,1,1,100.0
9,5.0,1,20.0,1.0,0,1,8.56575,-0.053425,-0.70225,-0.0,42.0,25.97,0,7.0,2619.0,26.0,7.28375,-0.13725,-1.05,0.08,1.3785,-0.311,-7.01975,0,1,1,100.0
9,6.0,1,20.0,1.0,0,1,8.284600000000001,-0.07569999999999999,-0.4700200000000003,-0.0,42.0,25.97,0,7.0,2619.0,26.0,7.9338,-0.15,-1.04,0.07860000000000002,-0.10859999999999917,-0.3472,-5.175200000000001,0,1,1,100.0
9,7.0,1,20.0,1.0,0,1,8.098700000000001,-0.08331999999999999,-0.20781999999999992,-0.0,42.0,25.97,0,7.0,2619.0,26.0,8.179599999999999,-0.15,-1.04,0.07,-1.8563999999999983,-0.25530000000000014,-1.8587000000000036,0,1,1,100.0
9,8.0,1,20.0,0.0,0,1,7.928,-0.08804,-0.11996000000000004,-0.0,42.0,25.97,0,6.0,2619.0,26.0,8.3212,-0.15,-1.0348,0.06480000000000001,-3.629999999999999,-0.021600000000000206,1.6695999999999978,0,1,1,100.0
9,9.0,1,20.0,0.0,0,1,7.8316,-0.08960499999999999,-0.06707000000000002,-0.0,42.0,25.97,0,6.0,2619.0,26.0,8.3742,-0.15,-1.03,0.06,-4.63635,0.16284999999999997,3.6363999999999996,0,1,1,100.0
9,10.0,1,20.0,0.0,0,1,7.657,-0.091,-0.018500000000000003,-0.0,42.0,25.97,0,6.0,2619.0,26.0,8.456000000000001,-0.15,-1.03,0.05,-6.222,0.591,6.383,0,1,1,100.0
9,11.0,1,20.0,0.0,0,1,7.5764,-0.09041,0.050760000000000076,-0.0,42.0,25.97,0,6.0,2619.0,26.0,8.5077,-0.15,-1.02,0.04,-6.974199999999999,0.9556999999999994,6.9,0,1,1,100.0
9,12.0,1,20.0,0.0,0,1,7.54,-0.08972,0.022760000000000058,-0.0,42.0,25.97,0,6.0,2619.0,26.0,8.53,-0.15,-1.02,0.03,-7.5851999999999995,1.3415999999999997,6.326800000000001,0,1,1,100.0
9,13.0,1,20.0,0.0,0,1,7.5497,-0.089,-0.03591999999999996,-0.0,42.0,25.97,0,6.0,2619.0,26.0,8.5009,-0.15,-1.02,0.020300000000000012,-8.1501,1.6939999999999997,4.966700000000001,0,1,1,100.0
9,14.0,1,20.0,0.0,0,1,7.6064,-0.089,-0.08149999999999957,-0.0,42.0,25.97,0,6.0,2619.0,26.0,8.3972,-0.15,-1.02,0.013400000000000035,-8.5654,1.9391999999999996,3.3132000000000033,0,1,1,100.0
9,15.0,1,20.0,0.0,0,1,7.691,-0.089,0.043450000000000266,-0.0,42.0,25.97,0,6.0,2619.0,26.0,8.218,-0.15,-1.02,0.006500000000000028,-8.6415,2.057,1.8445000000000022,0,1,1,100.0
9,16.0,1,20.0,0.0,0,1,7.7928,-0.08904,-0.002719999999999788,-0.0,42.0,25.97,0,6.0,2619.0,26.0,8.0048,-0.14,-1.02,-0.00039999999999997725,-8.262,2.0376000000000003,0.7944000000000009,0,1,1,100.0
9,17.0,1,20.0,0.0,0,1,7.911099999999999,-0.09145999999999999,-0.14601999999999968,-0.0,42.0,25.97,0,6.0,2619.0,26.0,7.785100000000001,-0.14,-1.02,-0.01,-7.392000000000003,1.9070000000000005,0.2740000000000009,0,1,1,100.0
9,18.0,1,20.0,0.0,0,1,7.9726,-0.09413,-0.22421999999999995,-0.0,42.0,25.97,0,6.0,2619.0,26.0,7.6648,-0.14,-1.02,-0.017099999999999994,-6.704600000000001,1.8019,0.2058,0,1,1,100.0
9,19.0,1,20.0,0.0,0,1,8.0655,-0.10065999999999999,-0.436,-0.0,42.0,25.97,0,6.0,2619.0,26.0,7.509,-0.13,-1.02,-0.021099999999999966,-5.5244000000000035,1.6346000000000005,0.4494999999999985,0,1,1,100.0
9,20.0,1,20.0,0.0,6,2,8.202,-0.0868,1.3986,-2.6406,42.0,25.692,0,18.0,2619.0,26.0,7.378,-0.13,-1.02,-0.03,-2.794,0.18199999999999994,1.76,0,1,1,100.0
9,21.0,1,20.0,0.0,6,2,8.2598,-0.057530000000000005,0.7109500000000012,-4.602144999999998,42.0,25.48855,0,18.0,2619.0,26.0,7.3702,-0.13,-1.03,-0.032449999999999986,-1.1882500000000014,-2.038349999999998,1.7583500000000003,0,1,1,100.0
9,22.0,1,20.0,1.0,6,2,8.3254,-0.053,0.012200000000000271,-6.152219999999999,42.0,25.2546,0,19.0,2619.0,26.0,7.2982,-0.13,-1.03,-0.04,1.1357999999999941,-5.465399999999994,1.4910000000000003,0,1,1,100.0
9,23.0,1,20.0,1.0,6,2,8.3674,-0.052129999999999996,0.02389999999999993,-6.24495,42.0,25.23,0,19.0,2619.0,26.0,7.3248,-0.13,-1.03,-0.04,3.4018999999999986,-7.720499999999999,1.45,0,1,1,100.0
9,24.0,1,20.0,1.0,6,2,8.3956,-0.05072,0.1277999999999998,-6.068960000000001,42.0,25.2712,0,19.0,2619.0,26.0,7.428,-0.1328,-1.03,-0.03720000000000002,5.316799999999998,-8.6612,1.4516,0,1,1,100.0
9,25.0,1,20.0,1.0,6,2,8.424999999999999,-0.046500000000000014,0.17375000000000046,-5.589750000000001,42.0,25.3775,0,19.0,2619.0,26.0,7.6499999999999995,-0.14,-1.0275,-0.027500000000000056,7.664999999999995,-8.680000000000001,1.2225000000000015,0,1,1,100.0
9,26.0,1,20.0,1.0,6,2,8.449399999999999,-0.04406,0.12615999999999997,-5.083760000000001,42.0,25.465799999999998,0,19.0,2619.0,26.0,7.834,-0.14,-1.02,-0.02,9.104999999999999,-7.769000000000002,0.6534000000000009,0,1,1,100.0
9,27.0,1,20.0,1.0,6,2,8.4663,-0.03911000000000001,0.1619100000000002,-4.529080000000001,42.0,25.5541,0,19.0,2619.0,26.0,7.9352,-0.14,-1.02,-0.01,9.830099999999998,-6.346700000000004,-0.2127999999999975,0,1,1,100.0
9,28.0,1,20.0,1.0,6,2,8.4816,-0.035840000000000004,0.07920000000000002,-4.25208,42.0,25.586399999999998,0,19.0,2619.0,26.0,7.932,-0.14,-1.02,0.0,9.984,-4.911200000000003,-1.0731999999999982,0,1,1,100.0
9,29.0,1,20.0,1.0,6,2,8.49,-0.033990000000000006,-0.04355000000000049,-3.97591,42.0,25.6203,0,19.0,2619.0,26.0,7.819000000000001,-0.14,-1.02,0.01,9.677200000000001,-3.2522000000000024,-1.933099999999999,0,1,1,100.0
9,30.0,1,20.0,1.0,6,2,8.49,-0.033,0.0762000000000002,-3.9495000000000005,42.0,25.65,0,19.0,2619.0,26.0,7.65,-0.14,-1.02,0.01,9.190000000000001,-2.004000000000004,-2.358999999999999,0,1,1,100.0
9,31.0,1,20.0,1.0,6,2,8.4761,-0.033,-0.03220999999999969,-3.9354299999999998,42.0,25.65,0,19.0,2619.0,26.0,7.4632,-0.13,-1.02,0.02,8.730300000000002,-1.104000000000001,-2.3793,0,1,1,100.0
9,32.0,1,20.0,1.0,6,2,8.4484,-0.033,-0.08091999999999977,-3.9994799999999997,42.0,25.6476,0,19.0,2619.0,26.0,7.2604,-0.13,-1.02,0.02,8.4244,-0.5772000000000007,-1.984000000000002,0,1,1,100.0
9,33.0,1,20.0,1.0,6,2,8.4146,-0.033769999999999994,-0.012040000000001019,-4.115009999999999,42.0,25.62,0,19.0,2619.0,26.0,7.057600000000001,-0.13,-1.02,0.02,8.3754,-0.3761000000000005,-1.108000000000004,0,1,1,100.0
9,34.0,1,20.0,1.0,6,2,8.366200000000001,-0.035,-0.003719999999999255,-4.215999999999999,42.0,25.6016,0,19.0,2619.0,26.0,6.912400000000001,-0.12,-1.02,0.02459999999999991,8.5536,-0.36379999999999973,0.09419999999999298,0,1,1,100.0
9,35.0,1,20.0,1.0,6,2,8.3055,-0.035,0.0141,-4.2503,42.0,25.62,0,19.0,2619.0,26.0,6.8875,-0.12,-1.02,0.03,8.789,-0.41,1.32,0,1,1,100.0
9,36.0,1,20.0,1.0,6,2,8.2548,-0.035,0.026639999999999952,-4.23248,42.0,25.586399999999998,0,19.0,2619.0,26.0,7.014,-0.1284,-1.02,0.038399999999999976,8.7644,-0.3680000000000001,2.165999999999999,0,1,1,100.0
9,37.0,1,20.0,1.0,6,2,8.1941,-0.03447000000000001,0.08473999999999929,-4.079750000000001,42.0,25.62,0,19.0,2619.0,26.0,7.2136,-0.13,-1.0147000000000002,0.04529999999999996,8.287400000000002,-0.1446000000000008,2.3682000000000003,0,1,1,100.0
9,38.0,1,20.0,1.8900000000000035,6,2,8.1578,-0.03289,0.04459000000000011,-3.87387,42.0,25.65,0,19.890000000000004,2619.0,26.0,7.3888,-0.13,-1.01,0.05,7.470700000000003,0.18639999999999918,2.0349000000000013,0,1,1,100.0
9,39.0,1,20.0,1.0450000000000046,6,2,8.1409,-0.032045000000000004,0.018395000000000144,-3.803735,42.0,25.65,0,19.045000000000005,2619.0,26.0,7.4563999999999995,-0.13,-1.01,0.05,6.938350000000003,0.38919999999999894,1.6884500000000018,0,1,1,100.0
9,40.0,1,20.0,1.8,6,2,8.112,-0.030199999999999998,0.0009999999999999992,-3.6386,42.0,25.69,0,19.8,2619.0,26.0,7.526,-0.13,-1.01,0.06,5.676,0.8420000000000001,0.772,0,1,1,100.0
