cycle_index,start_row,end_row,start_ms,end_ms,state_path,segment_type,step_type,step_code,walk_out_values,walk_out_pattern,cycle_ms,stance_ms,swing_ms,swing_phase_ms,confirmation_wrap_ms,stance_percent,swing_percent,has_full_phase_timing,cluster_size,cluster_stance_median_ms,cluster_swing_median_ms,cluster_stance_percent_median,quality_status,accepted,user_decision,reason
13,1550,1760,31020.0,35440.0,1→2→5→6→7,full_cycle,walk_out_0_6_0,W060,"0,6",0→6→0,4420.0,3860.0,560.0,320.0,240.0,87.33031674208145,12.669683257918551,True,7,3140.0000000000027,540.0000000000002,84.39306358381504,accepted,True,auto,matches patient timing cluster (7 cycles)
14,1772,1830,35440.0,36640.0,1→2→5→6→7,full_cycle,standard,,"0,1,3,6",0→6→1→3,1200.0,1100.0,100.0,60.0,40.0,91.66666666666667,8.333333333333334,True,7,3140.0000000000027,540.0000000000002,84.39306358381504,review,False,auto,timing review required: log_stance_ms robust z=-9.7; log_swing_ms robust z=-10.8; stance_percent robust z=4.6
15,1832,2025,36640.0,40520.0,1→2→5→6→7,full_cycle,walk_out_0_6_0,W060,"0,6",0→6→0,3880.0,3800.0,80.0,60.0,20.0,97.9381443298969,2.0618556701030926,True,7,3140.0000000000027,540.0000000000002,84.39306358381504,review,False,auto,timing review required: log_swing_ms robust z=-12.2; stance_percent robust z=8.6
16,2026,2128,40520.0,42840.0,1→2→5→6→7,full_cycle,standard,,"0,1,3,6",0→6→1→3,2320.0,1760.0,560.0,280.0,280.0,75.86206896551724,24.137931034482758,True,7,3140.0000000000027,540.0000000000002,84.39306358381504,review,False,auto,timing review required: log_stance_ms robust z=-5.4; stance_percent robust z=-5.4
17,2140,2196,42840.0,43980.0,1→2→5→6→7,full_cycle,standard,,"0,1,3,6",0→6→1→3,1140.0,1040.0,100.0,40.0,60.0,91.2280701754386,8.771929824561404,True,7,3140.0000000000027,540.0000000000002,84.39306358381504,review,False,auto,timing review required: log_stance_ms robust z=-10.3; log_swing_ms robust z=-10.8; stance_percent robust z=4.4
18,2198,2321,43980.0,46620.0,1→2→5→6→7,full_cycle,standard,,"0,1,3,6",0→6→1→3,2640.0,2200.0,440.0,240.0,200.0,83.33333333333333,16.666666666666668,True,7,3140.0000000000027,540.0000000000002,84.39306358381504,accepted,True,auto,matches patient timing cluster (7 cycles)
19,2331,2507,46620.0,50380.0,1→2→5→6→7,full_cycle,walk_out_0_6_0,W060,"0,6",0→6→0,3760.0,3300.0,460.0,220.0,240.0,87.76595744680851,12.23404255319149,True,7,3140.0000000000027,540.0000000000002,84.39306358381504,accepted,True,auto,matches patient timing cluster (7 cycles)
20,2518,2572,50380.0,51640.0,1→2→5→6→7,full_cycle,standard,,"0,1,3,6",0→6→1→3,1260.0,880.0,380.0,180.0,200.0,69.84126984126983,30.158730158730158,True,7,3140.0000000000027,540.0000000000002,84.39306358381504,review,False,auto,timing review required: log_stance_ms robust z=-11.8; stance_percent robust z=-9.3
21,2582,2732,51640.0,54660.0,1→2→5,transition_5_to_0,standard,T50,"0,1,6",0→6→1,3020.0,,,,,,,False,,,,,review,False,auto,duration-only transition requires review
22,2733,2823,54660.0,56500.0,0→2→5→6→7,full_cycle,standard,,"0,1,3,6",0→6→1→3,1840.0,1760.0,80.0,40.0,40.0,95.65217391304348,4.3478260869565215,True,7,3140.0000000000027,540.0000000000002,84.39306358381504,review,False,auto,timing review required: log_stance_ms robust z=-5.4; log_swing_ms robust z=-12.2; stance_percent robust z=7.2
23,2825,3007,56500.0,60200.0,1→2→5→6→7,full_cycle,walk_out_0_6_0,W060,"0,6",0→6→0,3700.0,3560.0,140.0,100.0,40.0,96.21621621621621,3.7837837837837838,True,7,3140.0000000000027,540.0000000000002,84.39306358381504,review,False,auto,timing review required: log_swing_ms robust z=-8.6; stance_percent robust z=7.5
24,3010,3117,60200.0,62360.0,1→2→5,transition_5_to_0,standard,T50,"0,1,6",0→6→1,2160.0,,,,,,,False,,,,,review,False,auto,duration-only transition requires review
25,3118,3253,62360.0,65080.0,0→2→5,transition_5_to_0,standard,T50,"0,1,6",0→6→1,2720.0,,,,,,,False,,,,,review,False,auto,duration-only transition requires review
26,3254,3299,65080.0,,0→2,full_cycle,standard,,"0,6",0→6,,,,,,,,False,,,,,rejected,False,auto,"incomplete suffix after [0, 2]"
