t_ms,segment_id,packet_type,source_mode,frame_fid,note,walk_fid,walk_dt_ms,walk_exec_ms,walk_out,walk_state,walk_tilt_forward_deg,walk_pos_rad,walk_vel_rad_s,walk_tq_nm,walk_temp_c,walk_vbus_v,walk_err_code,walk_fb_age_ms,walk_typical_stride_ms,walk_effective_step_count,walk_tilt_accel_deg,walk_acc_x,walk_acc_y,walk_acc_z,walk_gyr_x,walk_gyr_y,walk_gyr_z,cfg_fid,cfg_robot_id,cfg_ble_target,cfg_gait_model,cfg_gait_mode,cfg_side_is_left,cfg_assist_pct
60,1,walk,walk,7912,,7912.0,20.0,2.0,6.0,2.0,4.04,0.006,0.005,-0.803,32.0,25.9,0.0,19.0,1641.0,49.0,3.6,-0.06,-1.02,0.0,2.22,0.48,1.72,330.0,,,0.0,1.0,1.0,100.0
80,1,walk,walk,7913,,7913.0,20.0,2.0,6.0,2.0,4.06,0.006,0.029,-0.817,32.0,25.9,0.0,19.0,1641.0,49.0,3.63,-0.06,-1.02,0.0,2.23,0.48,1.63,330.0,,,0.0,1.0,1.0,100.0
100,1,walk,walk,7914,,7914.0,20.0,2.0,6.0,2.0,4.08,0.006,0.029,-0.817,32.0,25.9,0.0,19.0,1641.0,49.0,3.65,-0.07,-1.02,0.0,2.23,0.5,1.54,330.0,,,0.0,1.0,1.0,100.0
120,1,walk,walk,7915,,7915.0,20.0,2.0,6.0,2.0,4.1,0.006,0.018,-0.804,32.0,25.9,0.0,19.0,1641.0,49.0,3.68,-0.07,-1.02,0.01,2.22,0.52,1.44,330.0,,,0.0,1.0,1.0,100.0
160,1,walk,walk,7916,,7916.0,20.0,2.0,6.0,2.0,4.12,0.006,-0.075,-0.804,32.0,25.9,0.0,19.0,1641.0,49.0,3.7,-0.07,-1.02,0.01,2.19,0.56,1.36,330.0,,,0.0,1.0,1.0,100.0
180,1,walk,walk,7917,,7917.0,20.0,2.0,6.0,2.0,4.14,0.006,-0.028,-0.79,32.0,25.9,0.0,19.0,1641.0,49.0,3.71,-0.07,-1.02,0.01,2.16,0.59,1.3,330.0,,,0.0,1.0,1.0,100.0
200,1,walk,walk,7918,,7918.0,20.0,2.0,6.0,2.0,4.16,0.006,0.022,-0.797,32.0,25.9,0.0,19.0,1641.0,49.0,3.72,-0.07,-1.02,0.01,2.13,0.63,1.25,330.0,,,0.0,1.0,1.0,100.0
200,1,walk,walk,7919,,7919.0,20.0,2.0,6.0,2.0,4.18,0.006,-0.076,-0.741,32.0,25.9,0.0,19.0,1641.0,49.0,3.73,-0.07,-1.02,0.01,2.1,0.68,1.23,330.0,,,0.0,1.0,1.0,100.0
220,1,walk,walk,7920,,7920.0,20.0,2.0,6.0,2.0,4.2,0.006,-0.019,-0.713,32.0,25.9,0.0,19.0,1641.0,49.0,3.74,-0.07,-1.02,0.01,2.06,0.72,1.22,330.0,,,0.0,1.0,1.0,100.0
380,1,walk,walk,7921,,7921.0,20.0,2.0,6.0,2.0,4.22,0.006,-0.018,-0.71,32.0,25.9,0.0,19.0,1641.0,49.0,3.76,-0.07,-1.02,0.01,2.03,0.77,1.22,330.0,,,0.0,1.0,1.0,100.0
