t_ms,segment_id,packet_type,source_mode,frame_fid,note,walk_fid,walk_dt_ms,walk_exec_ms,walk_out,walk_state,walk_tilt_forward_deg,walk_pos_rad,walk_vel_rad_s,walk_tq_nm,walk_temp_c,walk_vbus_v,walk_err_code,walk_fb_age_ms,walk_typical_stride_ms,walk_effective_step_count,walk_tilt_accel_deg,walk_acc_x,walk_acc_y,walk_acc_z,walk_gyr_x,walk_gyr_y,walk_gyr_z,cfg_fid,cfg_robot_id,cfg_ble_target,cfg_gait_model,cfg_gait_mode,cfg_side_is_left,cfg_assist_pct
220,1,walk,walk,9628,,9628.0,20.0,1.0,6.0,2.0,21.58,-0.014,0.083,1.519,42.0,25.9,0.0,18.0,3235.0,19.0,18.92,-0.34,-0.99,0.13,7.89,-5.47,11.93,222.0,,,0.0,1.0,1.0,100.0
240,1,walk,walk,9629,,9629.0,20.0,1.0,6.0,2.0,21.48,-0.012,0.187,1.334,42.0,25.9,0.0,18.0,3235.0,19.0,19.18,-0.34,-0.98,0.14,7.71,-5.9,14.64,222.0,,,0.0,1.0,1.0,100.0
260,1,walk,walk,9630,,9630.0,20.0,1.0,6.0,2.0,21.39,-0.01,0.097,1.161,42.0,25.93,0.0,18.0,3235.0,19.0,19.49,-0.35,-0.98,0.14,7.49,-6.35,17.11,222.0,,,0.0,1.0,1.0,100.0
280,1,walk,walk,9631,,9631.0,20.0,1.0,6.0,2.0,21.33,-0.009,0.032,1.04,42.0,25.93,0.0,18.0,3235.0,19.0,19.86,-0.35,-0.97,0.14,7.23,-6.79,19.33,222.0,,,0.0,1.0,1.0,100.0
300,1,walk,walk,9632,,9632.0,20.0,1.0,6.0,2.0,21.29,-0.008,0.041,0.889,42.0,25.93,0.0,18.0,3235.0,19.0,20.27,-0.36,-0.97,0.15,6.9,-7.23,21.28,222.0,,,0.0,1.0,1.0,100.0
320,1,walk,walk,9633,,9633.0,20.0,1.0,6.0,2.0,21.28,-0.007,0.147,0.756,42.0,25.93,0.0,18.0,3235.0,19.0,20.73,-0.36,-0.96,0.15,6.52,-7.65,22.96,222.0,,,0.0,1.0,1.0,100.0
340,1,walk,walk,9634,,9634.0,20.0,1.0,6.0,2.0,21.31,-0.006,0.084,0.617,42.0,25.93,0.0,18.0,3235.0,19.0,21.22,-0.37,-0.96,0.15,6.1,-8.03,24.36,222.0,,,0.0,1.0,1.0,100.0
380,1,walk,walk,9635,,9635.0,20.0,1.0,6.0,2.0,21.37,-0.005,0.112,0.412,42.0,25.93,0.0,18.0,3235.0,19.0,21.73,-0.38,-0.95,0.16,5.65,-8.36,25.5,222.0,,,0.0,1.0,1.0,100.0
380,1,walk,walk,9636,,9636.0,20.0,1.0,6.0,2.0,21.47,-0.004,0.069,0.252,42.0,25.93,0.0,18.0,3235.0,19.0,22.25,-0.39,-0.95,0.16,5.19,-8.61,26.39,222.0,,,0.0,1.0,1.0,100.0
400,1,walk,walk,9637,,9637.0,20.0,1.0,6.0,2.0,21.61,-0.003,-0.029,0.213,42.0,25.93,0.0,18.0,3235.0,19.0,22.75,-0.4,-0.94,0.17,4.74,-8.8,27.03,222.0,,,0.0,1.0,1.0,100.0
420,1,walk,walk,9638,,9638.0,20.0,1.0,6.0,2.0,21.78,-0.001,0.134,-0.016,42.0,25.93,0.0,18.0,3235.0,19.0,23.24,-0.4,-0.94,0.17,4.33,-8.91,27.46,222.0,,,0.0,1.0,1.0,100.0
440,1,walk,walk,9639,,9639.0,20.0,1.0,6.0,2.0,21.99,0.0,0.076,-0.157,42.0,25.93,0.0,18.0,3235.0,19.0,23.71,-0.41,-0.94,0.17,3.96,-8.97,27.71,222.0,,,0.0,1.0,1.0,100.0
460,1,walk,walk,9640,,9640.0,20.0,1.0,6.0,2.0,22.24,0.001,0.038,-0.38,42.0,25.93,0.0,18.0,3235.0,19.0,24.14,-0.42,-0.93,0.18,3.65,-8.95,27.85,222.0,,,0.0,1.0,1.0,100.0
480,1,walk,walk,9641,,9641.0,20.0,1.0,6.0,2.0,22.52,0.003,0.147,-0.62,42.0,25.93,0.0,18.0,3235.0,19.0,24.54,-0.42,-0.93,0.18,3.38,-8.87,27.92,222.0,,,0.0,1.0,1.0,100.0
520,1,walk,walk,9642,,9642.0,20.0,1.0,6.0,2.0,22.82,0.004,0.107,-0.767,42.0,25.93,0.0,18.0,3235.0,19.0,24.9,-0.43,-0.93,0.18,3.15,-8.73,27.94,222.0,,,0.0,1.0,1.0,100.0
520,1,walk,walk,9643,,9643.0,20.0,1.0,6.0,2.0,23.16,0.007,0.23,-1.036,42.0,25.93,0.0,18.0,3235.0,19.0,25.24,-0.44,-0.92,0.19,2.93,-8.55,27.87,222.0,,,0.0,1.0,1.0,100.0
540,1,walk,walk,9644,,9644.0,20.0,1.0,6.0,2.0,23.53,0.009,0.088,-1.166,42.0,25.93,0.0,18.0,3235.0,19.0,25.53,-0.44,-0.92,0.19,2.68,-8.43,27.62,222.0,,,0.0,1.0,1.0,100.0
600,1,walk,walk,9645,,9645.0,20.0,1.0,6.0,2.0,23.91,0.01,0.096,-1.25,42.0,25.93,0.0,18.0,3235.0,19.0,25.73,-0.44,-0.91,0.19,2.32,-8.45,26.97,222.0,,,0.0,1.0,1.0,100.0
600,1,walk,walk,9646,,9646.0,20.0,1.0,6.0,2.0,24.32,0.01,0.029,-1.238,42.0,25.93,0.0,18.0,3235.0,19.0,25.77,-0.44,-0.91,0.19,1.81,-8.64,25.66,222.0,,,0.0,1.0,1.0,100.0
620,1,walk,walk,9647,,9647.0,20.0,1.0,6.0,2.0,24.73,0.01,-0.05,-1.202,42.0,25.93,0.0,18.0,3235.0,19.0,25.6,-0.43,-0.9,0.19,1.12,-8.99,23.48,222.0,,,0.0,1.0,1.0,100.0
640,1,walk,walk,9648,,9648.0,20.0,1.0,6.0,2.0,25.16,0.009,-0.049,-1.189,42.0,25.93,0.0,18.0,3235.0,19.0,25.2,-0.42,-0.89,0.19,0.21,-9.38,20.32,222.0,,,0.0,1.0,1.0,100.0
640,1,walk,walk,9649,,9649.0,20.0,1.0,6.0,2.0,25.6,0.009,0.034,-1.195,42.0,25.93,0.0,18.0,3235.0,19.0,24.57,-0.4,-0.88,0.19,-0.89,-9.65,16.14,222.0,,,0.0,1.0,1.0,100.0
680,1,walk,walk,9650,,9650.0,20.0,1.0,6.0,2.0,26.04,0.009,0.002,-1.206,42.0,25.93,0.0,18.0,3235.0,19.0,23.71,-0.38,-0.88,0.19,-2.14,-9.61,10.99,222.0,,,0.0,1.0,1.0,100.0
700,1,walk,walk,9651,,9651.0,20.0,1.0,1.0,5.0,26.46,0.01,0.006,-1.219,42.0,25.93,0.0,18.0,3235.0,20.0,22.68,-0.36,-0.87,0.19,-3.49,-9.08,4.97,222.0,,,0.0,1.0,1.0,100.0
700,1,walk,walk,9652,,9652.0,20.0,0.0,1.0,6.0,26.88,0.01,0.069,-1.324,42.0,25.79,0.0,18.0,3235.0,20.0,21.56,-0.34,-0.87,0.19,-4.84,-7.9,-1.74,222.0,,,0.0,1.0,1.0,100.0
720,1,walk,walk,9653,,9653.0,20.0,0.0,1.0,6.0,27.26,-0.025,-3.136,-2.477,42.0,25.72,0.0,18.0,3235.0,20.0,20.42,-0.32,-0.86,0.2,-6.12,-5.98,-8.7,222.0,,,0.0,1.0,1.0,100.0
740,1,walk,walk,9654,,9654.0,20.0,0.0,1.0,6.0,27.61,-0.07,-2.714,-3.008,42.0,25.65,0.0,18.0,3235.0,20.0,19.32,-0.3,-0.86,0.2,-7.3,-3.36,-15.69,222.0,,,0.0,1.0,1.0,100.0
760,1,walk,walk,9655,,9655.0,20.0,0.0,1.0,6.0,27.92,-0.106,-2.214,-3.443,42.0,25.58,0.0,18.0,3235.0,20.0,18.29,-0.29,-0.87,0.19,-8.34,-0.29,-22.6,222.0,,,0.0,1.0,1.0,100.0
780,1,walk,walk,9656,,9656.0,20.0,0.0,1.0,6.0,28.17,-0.136,-1.843,-3.787,42.0,25.54,0.0,18.0,3235.0,20.0,17.33,-0.27,-0.87,0.19,-9.16,2.93,-29.45,222.0,,,0.0,1.0,1.0,100.0
820,1,walk,walk,9657,,9657.0,20.0,0.0,1.0,6.0,28.34,-0.162,-1.656,-4.073,42.0,25.54,0.0,18.0,3235.0,20.0,16.46,-0.26,-0.88,0.19,-9.71,6.03,-36.32,222.0,,,0.0,1.0,1.0,100.0
840,1,walk,walk,9658,,9658.0,20.0,0.0,1.0,6.0,28.45,-0.183,-1.357,-4.115,42.0,25.51,0.0,18.0,3235.0,20.0,15.67,-0.25,-0.89,0.19,-9.95,8.78,-43.3,222.0,,,0.0,1.0,1.0,100.0
840,1,walk,walk,9659,,9659.0,20.0,0.0,1.0,6.0,28.46,-0.199,-0.871,-4.7,42.0,25.47,0.0,18.0,3235.0,20.0,14.94,-0.24,-0.91,0.18,-9.83,11.13,-50.29,222.0,,,0.0,1.0,1.0,100.0
880,1,walk,walk,9660,,9660.0,20.0,0.0,1.0,6.0,28.38,-0.213,-0.789,-4.734,42.0,25.47,0.0,18.0,3235.0,20.0,14.27,-0.23,-0.92,0.18,-9.42,13.21,-57.13,222.0,,,0.0,1.0,1.0,100.0
880,1,walk,walk,9661,,9661.0,20.0,0.0,1.0,6.0,28.2,-0.223,-0.688,-4.795,42.0,25.44,0.0,18.0,3235.0,20.0,13.65,-0.23,-0.94,0.17,-8.81,15.32,-63.67,222.0,,,0.0,1.0,1.0,100.0
900,1,walk,walk,9662,,9662.0,20.0,0.0,1.0,6.0,27.92,-0.233,-0.643,-4.907,42.0,25.44,0.0,18.0,3235.0,20.0,13.1,-0.22,-0.96,0.17,-8.02,17.84,-69.69,222.0,,,0.0,1.0,1.0,100.0
920,1,walk,walk,9663,,9663.0,20.0,0.0,1.0,6.0,27.52,-0.239,-0.414,-5.276,42.0,25.37,0.0,18.0,3235.0,20.0,12.67,-0.22,-0.98,0.16,-7.08,21.11,-74.9,222.0,,,0.0,1.0,1.0,100.0
940,1,walk,walk,9664,,9664.0,20.0,0.0,1.0,6.0,27.01,-0.244,-0.253,-5.492,42.0,25.37,0.0,18.0,3235.0,20.0,12.4,-0.22,-1.0,0.15,-5.98,25.3,-79.01,222.0,,,0.0,1.0,1.0,100.0
960,1,walk,walk,9665,,9665.0,20.0,0.0,1.0,6.0,26.39,-0.248,-0.33,-5.524,42.0,25.37,0.0,18.0,3235.0,20.0,12.4,-0.22,-1.02,0.14,-4.74,30.37,-81.76,222.0,,,0.0,1.0,1.0,100.0
1000,1,walk,walk,9666,,9666.0,20.0,0.0,1.0,6.0,25.66,-0.25,-0.152,-5.6,42.0,25.37,0.0,18.0,3235.0,20.0,12.73,-0.24,-1.04,0.13,-3.42,35.99,-82.87,222.0,,,0.0,1.0,1.0,100.0
1020,1,walk,walk,9667,,9667.0,20.0,0.0,3.0,7.0,24.82,-0.253,-0.328,-5.485,42.0,25.37,0.0,18.0,3235.0,20.0,13.46,-0.25,-1.06,0.11,-2.18,41.59,-82.12,222.0,,,0.0,1.0,1.0,100.0
1060,1,walk,walk,9668,,9668.0,20.0,0.0,3.0,7.0,23.88,-0.257,-0.108,-5.481,42.0,25.37,0.0,19.0,3235.0,20.0,14.57,-0.28,-1.07,0.09,-1.23,46.49,-79.39,222.0,,,0.0,1.0,1.0,100.0
1060,1,walk,walk,9669,,9669.0,20.0,0.0,3.0,7.0,22.85,-0.259,-0.242,-5.415,42.0,25.4,0.0,19.0,3235.0,20.0,16.03,-0.31,-1.08,0.06,-0.79,50.02,-74.68,222.0,,,0.0,1.0,1.0,100.0
1060,1,walk,walk,9670,,9670.0,20.0,0.0,3.0,7.0,21.74,-0.262,-0.229,-5.202,42.0,25.44,0.0,19.0,3235.0,20.0,17.74,-0.34,-1.08,0.04,-1.02,51.63,-68.12,222.0,,,0.0,1.0,1.0,100.0
1080,1,walk,walk,9671,,9671.0,20.0,0.0,3.0,7.0,20.57,-0.264,-0.026,-5.121,42.0,25.47,0.0,19.0,3235.0,20.0,19.58,-0.38,-1.07,0.01,-2.02,51.01,-59.96,222.0,,,0.0,1.0,1.0,100.0
1100,1,walk,walk,9672,,9672.0,20.0,0.0,3.0,7.0,19.36,-0.264,0.029,-4.926,42.0,25.51,0.0,19.0,3235.0,20.0,21.42,-0.42,-1.06,-0.02,-3.8,48.1,-50.54,222.0,,,0.0,1.0,1.0,100.0
1120,1,walk,walk,9673,,9673.0,20.0,0.0,3.0,7.0,18.12,-0.263,0.018,-4.541,42.0,25.58,0.0,19.0,3235.0,20.0,23.15,-0.45,-1.05,-0.04,-6.32,43.06,-40.28,222.0,,,0.0,1.0,1.0,100.0
1140,1,walk,walk,9674,,9674.0,20.0,1.0,3.0,7.0,16.88,-0.26,0.237,-4.232,42.0,25.65,0.0,20.0,3235.0,20.0,24.69,-0.47,-1.03,-0.07,-9.45,36.21,-29.69,222.0,,,0.0,1.0,1.0,100.0
1160,1,walk,walk,9675,,9675.0,20.0,0.0,3.0,7.0,15.67,-0.253,0.424,-3.926,42.0,25.72,0.0,19.0,3235.0,20.0,25.73,-0.49,-1.01,-0.08,-13.01,27.97,-19.34,222.0,,,0.0,1.0,1.0,100.0
1180,1,walk,walk,9676,,9676.0,20.0,0.0,3.0,7.0,14.5,-0.235,1.809,-3.961,42.0,25.76,0.0,19.0,3235.0,20.0,25.89,-0.49,-1.0,-0.08,-16.38,19.04,-9.99,222.0,,,0.0,1.0,1.0,100.0
1220,1,walk,walk,9677,,9677.0,20.0,0.0,0.0,1.0,13.4,-0.197,3.107,-4.101,42.0,25.86,0.0,19.0,3235.0,20.0,24.87,-0.47,-1.0,-0.08,-19.03,9.77,-2.52,222.0,,,0.0,1.0,1.0,100.0
1220,1,walk,walk,9678,,9678.0,20.0,0.0,0.0,1.0,12.39,-0.129,5.961,-3.507,42.0,25.86,0.0,19.0,3235.0,20.0,22.8,-0.42,-1.01,-0.05,-20.77,-0.18,1.63,222.0,,,0.0,1.0,1.0,100.0
1240,1,walk,walk,9679,,9679.0,20.0,0.0,0.0,1.0,11.47,-0.129,5.961,-3.507,42.0,25.86,0.0,39.0,3235.0,20.0,20.1,-0.37,-1.02,-0.02,-21.72,-10.24,2.4,222.0,,,0.0,1.0,1.0,100.0
1260,1,walk,walk,9680,,9680.0,20.0,0.0,0.0,1.0,10.66,-0.129,5.961,-3.507,42.0,25.86,0.0,59.0,3235.0,20.0,17.12,-0.32,-1.04,0.02,-22.12,-19.38,0.98,222.0,,,0.0,1.0,1.0,100.0
1280,1,walk,walk,9681,,9681.0,20.0,0.0,0.0,1.0,9.96,-0.013,21.501,0.0,42.0,26.0,0.0,2.0,3235.0,20.0,14.19,-0.27,-1.06,0.06,-22.18,-26.79,-1.23,222.0,,,0.0,1.0,1.0,100.0
1300,1,walk,walk,9682,,9682.0,20.0,0.0,0.0,1.0,9.37,-0.014,0.046,0.0,42.0,25.97,0.0,2.0,3235.0,20.0,11.58,-0.22,-1.08,0.09,-22.04,-32.13,-3.43,222.0,,,0.0,1.0,1.0,100.0
1320,1,walk,walk,9683,,9683.0,20.0,0.0,0.0,1.0,8.88,-0.011,0.344,0.0,42.0,25.97,0.0,2.0,3235.0,20.0,9.39,-0.18,-1.09,0.12,-21.78,-35.43,-5.28,222.0,,,0.0,1.0,1.0,100.0
1360,1,walk,walk,9684,,9684.0,20.0,1.0,0.0,1.0,8.48,-0.011,-0.06,0.0,42.0,25.97,0.0,3.0,3235.0,20.0,7.65,-0.15,-1.1,0.13,-21.37,-36.92,-6.62,222.0,,,0.0,1.0,1.0,100.0
1360,1,walk,walk,9685,,9685.0,20.0,1.0,0.0,1.0,8.15,-0.015,-0.575,0.0,42.0,25.97,0.0,3.0,3235.0,20.0,6.3,-0.12,-1.11,0.14,-20.79,-36.88,-7.36,222.0,,,0.0,1.0,1.0,100.0
1380,1,walk,walk,9686,,9686.0,20.0,1.0,0.0,1.0,7.89,-0.026,-0.777,0.0,42.0,25.97,0.0,3.0,3235.0,20.0,5.29,-0.1,-1.11,0.14,-20.0,-35.64,-7.4,222.0,,,0.0,1.0,1.0,100.0
1420,1,walk,walk,9687,,9687.0,20.0,0.0,0.0,1.0,7.67,-0.035,-0.515,0.0,42.0,25.97,0.0,2.0,3235.0,20.0,4.56,-0.09,-1.11,0.14,-18.98,-33.51,-6.72,222.0,,,0.0,1.0,1.0,100.0
1420,1,walk,walk,9688,,9688.0,20.0,1.0,0.0,1.0,7.49,-0.044,-0.72,0.0,42.0,25.97,0.0,3.0,3235.0,20.0,4.06,-0.08,-1.11,0.13,-17.76,-30.8,-5.37,222.0,,,0.0,1.0,1.0,100.0
1440,1,walk,walk,9689,,9689.0,20.0,1.0,0.0,1.0,7.34,-0.057,-0.832,0.0,42.0,25.97,0.0,3.0,3235.0,20.0,3.74,-0.07,-1.1,0.12,-16.34,-27.77,-3.4,222.0,,,0.0,1.0,1.0,100.0
1460,1,walk,walk,9690,,9690.0,20.0,1.0,0.0,1.0,7.2,-0.069,-0.953,0.0,42.0,25.97,0.0,3.0,3235.0,20.0,3.57,-0.07,-1.1,0.11,-14.79,-24.64,-0.9,222.0,,,0.0,1.0,1.0,100.0
1480,1,walk,walk,9691,,9691.0,20.0,0.0,0.0,1.0,7.08,-0.083,-0.641,0.0,42.0,25.97,0.0,2.0,3235.0,20.0,3.54,-0.07,-1.09,0.1,-13.15,-21.56,2.0,222.0,,,0.0,1.0,1.0,100.0
1520,1,walk,walk,9692,,9692.0,20.0,0.0,0.0,1.0,6.97,-0.093,-0.771,0.0,42.0,25.97,0.0,2.0,3235.0,20.0,3.63,-0.07,-1.09,0.08,-11.52,-18.67,5.13,222.0,,,0.0,1.0,1.0,100.0
1520,1,walk,walk,9693,,9693.0,20.0,0.0,0.0,1.0,6.87,-0.103,-0.64,0.0,42.0,25.97,0.0,2.0,3235.0,20.0,3.83,-0.07,-1.08,0.07,-9.98,-16.01,8.28,222.0,,,0.0,1.0,1.0,100.0
1560,1,walk,walk,9694,,9694.0,20.0,0.0,0.0,1.0,6.78,-0.111,-0.416,0.0,42.0,25.97,0.0,2.0,3235.0,20.0,4.13,-0.08,-1.07,0.06,-8.6,-13.59,11.27,222.0,,,0.0,1.0,1.0,100.0
1560,1,walk,walk,9695,,9695.0,20.0,0.0,0.0,1.0,6.71,-0.117,-0.209,0.0,42.0,25.97,0.0,2.0,3235.0,20.0,4.53,-0.08,-1.06,0.06,-7.45,-11.4,13.92,222.0,,,0.0,1.0,1.0,100.0
1580,1,walk,walk,9696,,9696.0,20.0,0.0,0.0,1.0,6.65,-0.12,-0.358,0.0,42.0,25.97,0.0,2.0,3235.0,20.0,5.0,-0.09,-1.06,0.05,-6.57,-9.46,16.09,222.0,,,0.0,1.0,1.0,100.0
1600,1,walk,walk,9697,,9697.0,20.0,0.0,0.0,1.0,6.6,-0.125,-0.232,0.0,42.0,25.97,0.0,2.0,3235.0,20.0,5.52,-0.1,-1.05,0.04,-5.95,-7.73,17.71,222.0,,,0.0,1.0,1.0,100.0
1620,1,walk,walk,9698,,9698.0,20.0,0.0,0.0,1.0,6.59,-0.128,-0.139,0.0,42.0,25.97,0.0,2.0,3235.0,20.0,6.08,-0.11,-1.04,0.04,-5.6,-6.19,18.75,222.0,,,0.0,1.0,1.0,100.0
1640,1,walk,walk,9699,,9699.0,20.0,0.0,0.0,1.0,6.59,-0.128,-0.022,0.0,42.0,25.97,0.0,2.0,3235.0,20.0,6.66,-0.12,-1.03,0.03,-5.48,-4.85,19.17,222.0,,,0.0,1.0,1.0,100.0
1660,1,walk,walk,9700,,9700.0,20.0,0.0,0.0,1.0,6.63,-0.128,0.041,0.0,42.0,25.97,0.0,2.0,3235.0,20.0,7.24,-0.13,-1.03,0.03,-5.56,-3.68,18.99,222.0,,,0.0,1.0,1.0,100.0
1680,1,walk,walk,9701,,9701.0,20.0,0.0,0.0,1.0,6.7,-0.128,0.03,0.0,42.0,25.97,0.0,2.0,3235.0,20.0,7.8,-0.14,-1.02,0.03,-5.81,-2.65,18.24,222.0,,,0.0,1.0,1.0,100.0
1700,1,walk,walk,9702,,9702.0,20.0,0.0,0.0,1.0,6.79,-0.127,0.077,0.0,42.0,25.97,0.0,2.0,3235.0,20.0,8.33,-0.15,-1.02,0.02,-6.2,-1.74,17.0,222.0,,,0.0,1.0,1.0,100.0
1720,1,walk,walk,9703,,9703.0,20.0,0.0,0.0,1.0,6.92,-0.126,0.17,0.0,42.0,25.97,0.0,2.0,3235.0,20.0,8.82,-0.16,-1.01,0.02,-6.7,-0.93,15.36,222.0,,,0.0,1.0,1.0,100.0
1740,1,walk,walk,9704,,9704.0,20.0,0.0,0.0,1.0,7.07,-0.125,0.109,0.0,42.0,25.97,0.0,2.0,3235.0,20.0,9.24,-0.16,-1.01,0.02,-7.28,-0.2,13.43,222.0,,,0.0,1.0,1.0,100.0
1780,1,walk,walk,9705,,9705.0,20.0,0.0,0.0,1.0,7.24,-0.125,-0.026,0.0,42.0,25.97,0.0,2.0,3235.0,20.0,9.58,-0.17,-1.01,0.01,-7.85,0.43,11.37,222.0,,,0.0,1.0,1.0,100.0
1780,1,walk,walk,9706,,9706.0,20.0,0.0,0.0,1.0,7.43,-0.125,0.005,0.0,42.0,25.97,0.0,2.0,3235.0,20.0,9.84,-0.17,-1.01,0.01,-8.34,0.94,9.33,222.0,,,0.0,1.0,1.0,100.0
1800,1,walk,walk,9707,,9707.0,20.0,0.0,0.0,1.0,7.64,-0.126,-0.147,0.0,42.0,25.97,0.0,2.0,3235.0,20.0,9.99,-0.18,-1.01,0.0,-8.68,1.33,7.49,222.0,,,0.0,1.0,1.0,100.0
1840,1,walk,walk,9708,,9708.0,20.0,0.0,0.0,1.0,7.86,-0.131,-0.406,0.0,42.0,25.97,0.0,2.0,3235.0,20.0,10.05,-0.18,-1.01,-0.01,-8.79,1.58,6.01,222.0,,,0.0,1.0,1.0,100.0
1840,1,walk,walk,9709,,9709.0,20.0,0.0,0.0,1.0,8.08,-0.136,-0.425,0.0,42.0,25.97,0.0,2.0,3235.0,20.0,10.05,-0.18,-1.01,-0.01,-8.65,1.71,4.99,222.0,,,0.0,1.0,1.0,100.0
1860,1,walk,walk,9710,,9710.0,20.0,0.0,6.0,2.0,8.31,-0.141,-0.311,0.0,42.0,25.97,0.0,2.0,3235.0,20.0,10.01,-0.18,-1.01,-0.02,-8.24,1.74,4.44,222.0,,,0.0,1.0,1.0,100.0
1880,1,walk,walk,9711,,9711.0,20.0,0.0,6.0,2.0,8.53,-0.141,-0.269,0.082,42.0,25.9,0.0,18.0,3235.0,20.0,10.01,-0.18,-1.01,-0.03,-7.55,1.65,3.93,222.0,,,0.0,1.0,1.0,100.0
1900,1,walk,walk,9712,,9712.0,20.0,0.0,6.0,2.0,8.75,-0.102,2.723,3.635,42.0,25.54,0.0,18.0,3235.0,20.0,10.07,-0.18,-1.01,-0.03,-6.62,1.34,2.88,222.0,,,0.0,1.0,1.0,100.0
1920,1,walk,walk,9713,,9713.0,20.0,1.0,6.0,2.0,8.95,-0.071,1.431,4.623,42.0,25.44,0.0,19.0,3235.0,20.0,10.14,-0.18,-1.01,-0.04,-5.49,0.78,1.27,222.0,,,0.0,1.0,1.0,100.0
1960,1,walk,walk,9714,,9714.0,20.0,0.0,6.0,2.0,9.15,-0.059,0.258,5.92,42.0,25.26,0.0,18.0,3235.0,20.0,10.17,-0.18,-1.01,-0.04,-4.22,0.03,-0.57,222.0,,,0.0,1.0,1.0,100.0
1980,1,walk,walk,9715,,9715.0,20.0,0.0,6.0,2.0,9.33,-0.059,0.034,6.651,42.0,25.12,0.0,18.0,3235.0,20.0,10.15,-0.18,-1.01,-0.05,-2.83,-0.87,-2.3,222.0,,,0.0,1.0,1.0,100.0
2000,1,walk,walk,9716,,9716.0,20.0,1.0,6.0,2.0,9.49,-0.059,-0.009,7.016,42.0,25.05,0.0,19.0,3235.0,20.0,10.07,-0.18,-1.02,-0.05,-1.36,-1.86,-3.6,222.0,,,0.0,1.0,1.0,100.0
2000,1,walk,walk,9717,,9717.0,20.0,0.0,6.0,2.0,9.64,-0.062,-0.22,7.654,42.0,24.91,0.0,18.0,3235.0,20.0,9.91,-0.18,-1.02,-0.05,0.25,-2.88,-4.23,222.0,,,0.0,1.0,1.0,100.0
2020,1,walk,walk,9718,,9718.0,20.0,1.0,6.0,2.0,9.76,-0.066,-0.301,8.217,42.0,24.74,0.0,19.0,3235.0,20.0,9.71,-0.17,-1.02,-0.05,2.02,-3.84,-4.09,222.0,,,0.0,1.0,1.0,100.0
