t_ms,segment_id,packet_type,source_mode,frame_fid,note,walk_fid,walk_dt_ms,walk_exec_ms,walk_out,walk_state,walk_tilt_forward_deg,walk_pos_rad,walk_vel_rad_s,walk_tq_nm,walk_temp_c,walk_vbus_v,walk_err_code,walk_fb_age_ms,walk_typical_stride_ms,walk_effective_step_count,walk_tilt_accel_deg,walk_acc_x,walk_acc_y,walk_acc_z,walk_gyr_x,walk_gyr_y,walk_gyr_z,cfg_fid,cfg_robot_id,cfg_ble_target,cfg_gait_model,cfg_gait_mode,cfg_side_is_left,cfg_assist_pct
20,1,walk,walk,11804,,11804.0,20.0,2.0,6.0,2.0,-0.21,-0.015,-0.07,1.761,34.0,28.07,0.0,19.0,0.0,10.0,0.39,0.01,-1.0,-0.08,0.15,-0.92,0.31,313.0,,,0.0,1.0,0.0,100.0
40,1,walk,walk,11805,,11805.0,20.0,2.0,6.0,2.0,-0.21,-0.015,-0.036,1.812,34.0,28.07,0.0,19.0,0.0,10.0,0.41,0.01,-1.0,-0.08,0.13,-0.98,0.4,313.0,,,0.0,1.0,0.0,100.0
60,1,walk,walk,11806,,11806.0,20.0,2.0,6.0,2.0,-0.21,-0.015,-0.103,1.805,34.0,28.07,0.0,19.0,0.0,10.0,0.44,0.01,-1.0,-0.08,0.11,-1.04,0.53,313.0,,,0.0,1.0,0.0,100.0
100,1,walk,walk,11807,,11807.0,20.0,2.0,6.0,2.0,-0.2,-0.015,-0.023,1.843,34.0,28.07,0.0,19.0,0.0,10.0,0.45,0.01,-1.0,-0.08,0.09,-1.11,0.67,313.0,,,0.0,1.0,0.0,100.0
100,1,walk,walk,11808,,11808.0,20.0,2.0,6.0,2.0,-0.2,-0.015,-0.038,1.859,34.0,28.07,0.0,19.0,0.0,10.0,0.46,0.01,-1.0,-0.08,0.07,-1.18,0.81,313.0,,,0.0,1.0,0.0,100.0
120,1,walk,walk,11809,,11809.0,20.0,2.0,6.0,2.0,-0.2,-0.015,0.057,1.84,34.0,28.07,0.0,19.0,0.0,10.0,0.45,0.01,-1.0,-0.08,0.05,-1.23,0.92,313.0,,,0.0,1.0,0.0,100.0
140,1,walk,walk,11810,,11810.0,20.0,2.0,6.0,2.0,-0.2,-0.015,-0.011,1.847,34.0,28.07,0.0,19.0,0.0,10.0,0.44,0.01,-1.0,-0.08,0.05,-1.26,0.99,313.0,,,0.0,1.0,0.0,100.0
160,1,walk,walk,11811,,11811.0,20.0,2.0,6.0,2.0,-0.2,-0.015,-0.023,1.839,34.0,28.07,0.0,19.0,0.0,10.0,0.41,0.01,-1.0,-0.08,0.05,-1.27,1.03,313.0,,,0.0,1.0,0.0,100.0
200,1,walk,walk,11812,,11812.0,20.0,2.0,6.0,2.0,-0.19,-0.015,-0.053,1.822,34.0,28.07,0.0,19.0,0.0,10.0,0.39,0.01,-1.0,-0.08,0.07,-1.27,1.01,313.0,,,0.0,1.0,0.0,100.0
220,1,walk,walk,11813,,11813.0,20.0,2.0,6.0,2.0,-0.19,-0.015,0.041,1.84,34.0,28.07,0.0,19.0,0.0,10.0,0.36,0.01,-1.0,-0.08,0.1,-1.24,0.96,313.0,,,0.0,1.0,0.0,100.0
240,1,walk,walk,11814,,11814.0,20.0,2.0,6.0,2.0,-0.19,-0.015,0.001,1.778,34.0,28.07,0.0,19.0,0.0,10.0,0.33,0.01,-1.0,-0.08,0.13,-1.19,0.87,313.0,,,0.0,1.0,0.0,100.0
240,1,walk,walk,11815,,11815.0,20.0,2.0,6.0,2.0,-0.19,-0.015,-0.011,1.809,34.0,28.07,0.0,19.0,0.0,10.0,0.3,0.01,-1.0,-0.08,0.17,-1.13,0.75,313.0,,,0.0,1.0,0.0,100.0
280,1,walk,walk,11816,,11816.0,20.0,2.0,6.0,2.0,-0.19,-0.015,0.046,1.778,34.0,28.07,0.0,19.0,0.0,10.0,0.28,0.0,-1.0,-0.08,0.21,-1.07,0.6,313.0,,,0.0,1.0,0.0,100.0
280,1,walk,walk,11817,,11817.0,20.0,2.0,6.0,2.0,-0.2,-0.015,-0.007,1.765,34.0,28.07,0.0,19.0,0.0,10.0,0.27,0.0,-1.0,-0.08,0.25,-1.01,0.45,313.0,,,0.0,1.0,0.0,100.0
300,1,walk,walk,11818,,11818.0,20.0,2.0,6.0,2.0,-0.2,-0.015,-0.023,1.77,34.0,28.07,0.0,19.0,0.0,10.0,0.27,0.0,-1.0,-0.08,0.29,-0.95,0.3,313.0,,,0.0,1.0,0.0,100.0
320,1,walk,walk,11819,,11819.0,20.0,2.0,6.0,2.0,-0.2,-0.015,0.015,1.752,34.0,28.07,0.0,19.0,0.0,10.0,0.27,0.0,-1.0,-0.08,0.33,-0.91,0.17,313.0,,,0.0,1.0,0.0,100.0
340,1,walk,walk,11820,,11820.0,20.0,2.0,6.0,2.0,-0.2,-0.015,0.066,1.749,34.0,28.07,0.0,19.0,0.0,10.0,0.28,0.0,-1.0,-0.08,0.36,-0.87,0.07,313.0,,,0.0,1.0,0.0,100.0
360,1,walk,walk,11821,,11821.0,20.0,2.0,6.0,2.0,-0.2,-0.015,0.03,1.751,34.0,28.07,0.0,19.0,0.0,10.0,0.3,0.01,-1.0,-0.08,0.39,-0.86,-0.01,313.0,,,0.0,1.0,0.0,100.0
420,1,walk,walk,11822,,11822.0,20.0,2.0,6.0,2.0,-0.21,-0.015,-0.019,1.751,34.0,28.07,0.0,19.0,0.0,10.0,0.33,0.01,-1.0,-0.08,0.41,-0.85,-0.05,313.0,,,0.0,1.0,0.0,100.0
420,1,walk,walk,11823,,11823.0,20.0,2.0,6.0,2.0,-0.21,-0.015,0.011,1.752,34.0,28.07,0.0,19.0,0.0,10.0,0.35,0.01,-1.0,-0.08,0.42,-0.86,-0.06,313.0,,,0.0,1.0,0.0,100.0
