t_ms,segment_id,packet_type,source_mode,frame_fid,note,walk_fid,walk_dt_ms,walk_exec_ms,walk_out,walk_state,walk_tilt_forward_deg,walk_pos_rad,walk_vel_rad_s,walk_tq_nm,walk_temp_c,walk_vbus_v,walk_pattern,walk_err_code,walk_fb_age_ms,walk_typical_stride_ms,walk_effective_step_count,walk_tilt_accel_deg,walk_acc_x,walk_acc_y,walk_acc_z,walk_gyr_x,walk_gyr_y,walk_gyr_z,cfg_fid,cfg_gait_model,cfg_gait_mode,cfg_side_is_left,cfg_assist_pct
0,1,walk,walk,0,,0.0,20.0,1.0,0.0,1.0,0.0,0.212,-0.06,0.0,27.0,22.74,0.0,0.0,0.0,0.0,0.0,-7.11,0.0,-0.01,0.0,-0.05,-0.07,0.17,0.0,1.0,1.0,0.0,50.0
0,1,walk,walk,1,,1.0,20.0,0.0,0.0,1.0,0.0,0.212,-0.06,0.0,27.0,22.74,0.0,0.0,19.0,0.0,0.0,-6.64,0.0,-0.02,0.0,-0.2,-0.24,0.65,0.0,1.0,1.0,0.0,50.0
0,1,walk,walk,2,,2.0,20.0,0.0,0.0,1.0,-0.01,0.212,0.022,0.0,27.0,22.74,0.0,0.0,14.0,0.0,0.0,-6.09,-0.01,-0.05,-0.01,-0.48,-0.51,1.54,0.0,1.0,1.0,0.0,50.0
60,1,walk,walk,3,,3.0,20.0,0.0,0.0,1.0,-0.02,0.213,0.057,0.0,27.0,22.74,0.0,0.0,14.0,0.0,0.0,-5.52,-0.01,-0.09,-0.01,-0.9,-0.77,2.86,0.0,1.0,1.0,0.0,50.0
60,1,walk,walk,4,,4.0,20.0,0.0,0.0,1.0,-0.03,0.215,0.249,0.0,27.0,22.74,0.0,0.0,14.0,0.0,0.0,-5.02,-0.01,-0.15,-0.02,-1.41,-0.86,4.57,0.0,1.0,1.0,0.0,50.0
60,1,walk,walk,5,,5.0,20.0,0.0,0.0,1.0,-0.06,0.216,0.108,0.0,27.0,22.74,0.0,0.0,14.0,0.0,0.0,-4.65,-0.02,-0.21,-0.03,-2.01,-0.7,6.61,0.0,1.0,1.0,0.0,50.0
60,1,walk,walk,6,,6.0,20.0,0.0,0.0,1.0,-0.09,0.22,0.173,0.0,27.0,22.74,0.0,0.0,14.0,0.0,0.0,-4.43,-0.02,-0.28,-0.04,-2.67,-0.26,8.89,0.0,1.0,1.0,0.0,50.0
140,1,walk,walk,7,,7.0,20.0,0.0,0.0,1.0,-0.13,0.224,0.185,0.0,27.0,22.74,0.0,0.0,14.0,0.0,0.0,-4.36,-0.03,-0.35,-0.06,-3.38,0.39,11.33,0.0,1.0,1.0,0.0,50.0
140,1,walk,walk,8,,8.0,20.0,0.0,0.0,1.0,-0.18,0.228,0.347,0.0,27.0,22.74,0.0,0.0,14.0,0.0,0.0,-4.45,-0.03,-0.42,-0.07,-4.12,1.1,13.83,0.0,1.0,1.0,0.0,50.0
140,1,walk,walk,9,,9.0,20.0,0.0,0.0,1.0,-0.25,0.235,0.43,0.0,27.0,22.74,0.0,0.0,14.0,0.0,0.0,-4.66,-0.04,-0.49,-0.08,-4.88,1.7,16.31,0.0,1.0,1.0,0.0,50.0
200,1,walk,walk,10,,10.0,20.0,0.0,0.0,1.0,-0.34,0.241,0.54,0.0,27.0,22.74,0.0,0.0,14.0,0.0,0.0,-4.96,-0.05,-0.56,-0.09,-5.6,2.05,18.69,0.0,1.0,1.0,0.0,50.0
200,1,walk,walk,11,,11.0,20.0,0.0,0.0,1.0,-0.44,0.25,0.6,0.0,27.0,22.74,0.0,0.0,14.0,0.0,0.0,-5.31,-0.06,-0.62,-0.09,-6.26,2.06,20.94,0.0,1.0,1.0,0.0,50.0
200,1,walk,walk,12,,12.0,20.0,0.0,0.0,1.0,-0.57,0.258,0.604,0.0,27.0,22.74,0.0,0.0,14.0,0.0,0.0,-5.66,-0.07,-0.68,-0.1,-6.84,1.68,23.01,0.0,1.0,1.0,0.0,50.0
200,1,walk,walk,13,,13.0,20.0,0.0,0.0,1.0,-0.72,0.268,0.869,0.0,27.0,22.74,0.0,0.0,14.0,0.0,0.0,-5.97,-0.08,-0.73,-0.11,-7.33,0.86,24.89,0.0,1.0,1.0,0.0,50.0
280,1,walk,walk,14,,14.0,20.0,0.0,0.0,1.0,-0.89,0.282,0.805,0.0,27.0,22.74,0.0,0.0,14.0,0.0,0.0,-6.2,-0.08,-0.78,-0.11,-7.7,-0.41,26.56,0.0,1.0,1.0,0.0,50.0
280,1,walk,walk,15,,15.0,20.0,0.0,0.0,1.0,-1.1,0.296,1.207,0.0,27.0,22.74,0.0,0.0,14.0,0.0,0.0,-6.32,-0.09,-0.82,-0.12,-7.91,-2.06,28.02,0.0,1.0,1.0,0.0,50.0
280,1,walk,walk,16,,16.0,20.0,0.0,0.0,1.0,-1.33,0.313,1.174,0.0,27.0,22.74,0.0,0.0,14.0,0.0,0.0,-6.28,-0.09,-0.86,-0.12,-7.94,-4.02,29.25,0.0,1.0,1.0,0.0,50.0
340,1,walk,walk,17,,17.0,20.0,0.0,0.0,1.0,-1.6,0.334,1.466,0.0,27.0,22.77,0.0,0.0,14.0,0.0,0.0,-6.06,-0.09,-0.89,-0.12,-7.73,-6.22,30.22,0.0,1.0,1.0,0.0,50.0
340,1,walk,walk,18,,18.0,20.0,0.0,0.0,1.0,-1.9,0.359,1.734,0.0,27.0,22.74,0.0,0.0,14.0,0.0,0.0,-5.64,-0.09,-0.93,-0.12,-7.27,-8.6,30.88,0.0,1.0,1.0,0.0,50.0
340,1,walk,walk,19,,19.0,20.0,0.0,0.0,1.0,-2.23,0.39,2.234,0.0,27.0,22.74,0.0,0.0,14.0,0.0,0.0,-5.04,-0.08,-0.96,-0.11,-6.52,-11.28,31.13,0.0,1.0,1.0,0.0,50.0
340,1,walk,walk,20,,20.0,20.0,0.0,0.0,1.0,-2.59,0.426,2.584,0.0,27.0,22.74,0.0,0.0,14.0,0.0,0.0,-4.25,-0.07,-0.99,-0.11,-5.47,-14.39,30.84,0.0,1.0,1.0,0.0,50.0
400,1,walk,walk,21,,21.0,20.0,0.0,0.0,1.0,-2.98,0.47,3.332,0.0,27.0,22.74,0.0,0.0,14.0,0.0,0.0,-3.27,-0.06,-1.01,-0.1,-4.18,-17.97,29.75,0.0,1.0,1.0,0.0,50.0
400,1,walk,walk,22,,22.0,20.0,1.0,0.0,1.0,-3.4,0.529,4.366,0.0,27.0,22.74,0.0,0.0,15.0,0.0,0.0,-2.14,-0.04,-1.03,-0.09,-2.8,-21.81,27.58,1.0,1.0,1.0,0.0,50.0
420,1,walk,walk,23,,23.0,20.0,1.0,0.0,1.0,-3.84,0.602,5.203,0.0,27.0,22.74,0.0,0.0,15.0,0.0,0.0,-0.93,-0.02,-1.04,-0.08,-1.53,-25.57,24.11,1.0,1.0,1.0,0.0,50.0
480,1,walk,walk,24,,24.0,20.0,1.0,0.0,1.0,-4.3,0.682,5.396,0.0,27.0,22.74,0.0,0.0,15.0,0.0,0.0,0.27,0.0,-1.05,-0.07,-0.52,-28.82,19.23,1.0,1.0,1.0,0.0,50.0
480,1,walk,walk,25,,25.0,20.0,1.0,0.0,1.0,-4.76,0.761,5.144,0.0,27.0,22.74,0.0,0.0,15.0,0.0,0.0,1.29,0.02,-1.06,-0.06,0.22,-31.18,12.93,1.0,1.0,1.0,0.0,50.0
480,1,walk,walk,26,,26.0,20.0,0.0,0.0,1.0,-5.23,0.849,3.991,0.0,27.0,22.74,0.0,0.0,8.0,0.0,0.0,2.01,0.04,-1.07,-0.06,0.69,-32.34,5.44,1.0,1.0,1.0,0.0,50.0
540,1,walk,walk,27,,27.0,20.0,1.0,0.0,1.0,-5.68,0.901,3.198,0.0,27.0,22.74,0.0,0.0,9.0,0.0,0.0,2.28,0.04,-1.07,-0.07,0.89,-32.15,-2.81,1.0,1.0,1.0,0.0,50.0
540,1,walk,walk,28,,28.0,20.0,1.0,0.0,1.0,-6.11,0.942,2.38,0.0,27.0,22.74,0.0,0.0,9.0,0.0,0.0,2.07,0.04,-1.08,-0.07,0.93,-30.75,-11.38,1.0,1.0,1.0,0.0,50.0
540,1,walk,walk,29,,29.0,20.0,1.0,0.0,1.0,-6.51,0.971,1.493,0.0,27.0,22.74,0.0,0.0,9.0,0.0,0.0,1.39,0.03,-1.08,-0.08,0.98,-28.48,-19.92,1.0,1.0,1.0,0.0,50.0
540,1,walk,walk,30,,30.0,20.0,1.0,0.0,1.0,-6.86,0.982,0.13,0.0,27.0,22.74,0.0,0.0,9.0,0.0,0.0,0.31,0.01,-1.09,-0.09,1.2,-25.64,-28.2,1.0,1.0,1.0,0.0,50.0
620,1,walk,walk,31,,31.0,20.0,1.0,0.0,1.0,-7.15,0.98,-0.08,0.0,27.0,22.74,0.0,0.0,9.0,0.0,0.0,-1.02,-0.02,-1.1,-0.1,1.7,-22.35,-36.15,1.0,1.0,1.0,0.0,50.0
620,1,walk,walk,32,,32.0,20.0,1.0,0.0,1.0,-7.37,0.973,-0.745,0.0,27.0,22.74,0.0,0.0,9.0,0.0,0.0,-2.48,-0.05,-1.11,-0.11,2.53,-18.64,-43.77,1.0,1.0,1.0,0.0,50.0
620,1,walk,walk,33,,33.0,20.0,0.0,0.0,1.0,-7.51,0.958,-1.484,0.0,27.0,22.74,0.0,0.0,8.0,0.0,0.0,-3.97,-0.08,-1.11,-0.11,3.62,-14.49,-51.0,1.0,1.0,1.0,0.0,50.0
680,1,walk,walk,34,,34.0,20.0,0.0,0.0,1.0,-7.56,0.927,-2.53,0.0,27.0,22.74,0.0,0.0,8.0,0.0,0.0,-5.4,-0.11,-1.11,-0.11,4.86,-9.79,-57.73,1.0,1.0,1.0,0.0,50.0
680,1,walk,walk,35,,35.0,20.0,0.0,0.0,1.0,-7.51,0.879,-3.72,0.0,27.0,22.74,0.0,0.0,8.0,0.0,0.0,-6.74,-0.13,-1.11,-0.11,6.19,-4.39,-63.8,1.0,1.0,1.0,0.0,50.0
680,1,walk,walk,36,,36.0,20.0,1.0,0.0,1.0,-7.36,0.82,-4.087,0.0,27.0,22.74,0.0,0.0,9.0,0.0,0.0,-7.97,-0.15,-1.1,-0.11,7.58,1.76,-69.1,1.0,1.0,1.0,0.0,50.0
680,1,walk,walk,37,,37.0,20.0,1.0,0.0,1.0,-7.1,0.755,-4.432,0.0,27.0,22.74,0.0,0.0,9.0,0.0,0.0,-9.11,-0.18,-1.1,-0.11,9.06,8.41,-73.54,1.0,1.0,1.0,0.0,50.0
740,1,walk,walk,38,,38.0,20.0,1.0,0.0,1.0,-6.74,0.688,-4.453,0.0,27.0,22.74,0.0,0.0,9.0,0.0,0.0,-10.16,-0.19,-1.09,-0.11,10.67,15.14,-77.07,1.0,1.0,1.0,0.0,50.0
740,1,walk,walk,39,,39.0,20.0,1.0,0.0,1.0,-6.28,0.624,-4.185,0.0,27.0,22.74,0.0,0.0,9.0,0.0,0.0,-11.07,-0.21,-1.07,-0.1,12.49,21.45,-79.71,1.0,1.0,1.0,0.0,50.0
740,1,walk,walk,40,,40.0,20.0,1.0,0.0,1.0,-5.72,0.561,-3.881,0.0,27.0,22.74,0.0,0.0,9.0,0.0,0.0,-11.78,-0.22,-1.06,-0.1,14.51,27.09,-81.57,1.0,1.0,1.0,0.0,50.0
820,1,walk,walk,41,,41.0,20.0,0.0,0.0,1.0,-5.06,0.509,-3.148,0.0,27.0,22.74,0.0,0.0,8.0,0.0,0.0,-12.21,-0.23,-1.05,-0.09,16.65,31.98,-82.75,1.0,1.0,1.0,0.0,50.0
820,1,walk,walk,42,,42.0,20.0,0.0,0.0,1.0,-4.32,0.464,-3.06,0.0,27.0,22.74,0.0,0.0,8.0,0.0,0.0,-12.35,-0.23,-1.04,-0.08,18.76,36.15,-83.37,2.0,1.0,1.0,0.0,50.0
820,1,walk,walk,43,,43.0,20.0,0.0,0.0,1.0,-3.49,0.416,-3.292,0.0,27.0,22.77,0.0,0.0,8.0,0.0,0.0,-12.17,-0.22,-1.03,-0.08,20.67,39.74,-83.44,2.0,1.0,1.0,0.0,50.0
820,1,walk,walk,44,,44.0,20.0,1.0,0.0,1.0,-2.59,0.367,-3.227,0.0,27.0,22.74,0.0,0.0,9.0,0.0,0.0,-11.73,-0.21,-1.02,-0.07,22.27,42.79,-82.88,2.0,1.0,1.0,0.0,50.0
880,1,walk,walk,45,,45.0,20.0,1.0,0.0,1.0,-1.63,0.32,-3.038,0.0,27.0,22.77,0.0,0.0,9.0,0.0,0.0,-11.07,-0.2,-1.0,-0.06,23.48,45.09,-81.54,2.0,1.0,1.0,0.0,50.0
880,1,walk,walk,46,,46.0,20.0,1.0,0.0,1.0,-0.61,0.277,-2.697,0.0,27.0,22.74,0.0,0.0,9.0,0.0,0.0,-10.22,-0.18,-0.99,-0.06,24.24,46.25,-79.24,2.0,1.0,1.0,0.0,50.0
880,1,walk,walk,47,,47.0,20.0,1.0,0.0,1.0,0.45,0.244,-1.725,0.0,27.0,22.74,0.0,0.0,9.0,0.0,0.0,-9.19,-0.16,-0.98,-0.05,24.47,45.73,-75.89,2.0,1.0,1.0,0.0,50.0
940,1,walk,walk,48,,48.0,20.0,1.0,0.0,1.0,1.54,0.226,-0.677,0.0,27.0,22.74,0.0,0.0,9.0,0.0,0.0,-7.93,-0.13,-0.97,-0.04,24.03,43.1,-71.49,2.0,1.0,1.0,0.0,50.0
940,1,walk,walk,49,,49.0,20.0,1.0,0.0,1.0,2.66,0.223,0.045,0.0,27.0,22.74,0.0,0.0,9.0,0.0,0.0,-6.4,-0.11,-0.95,-0.04,22.79,38.34,-66.14,2.0,1.0,1.0,0.0,50.0
940,1,walk,walk,50,,50.0,20.0,0.0,0.0,1.0,3.79,0.223,0.023,0.0,27.0,22.74,0.0,0.0,7.0,0.0,0.0,-4.63,-0.08,-0.94,-0.04,20.67,32.06,-59.94,2.0,1.0,1.0,0.0,50.0
1020,1,walk,walk,51,,51.0,20.0,0.0,0.0,1.0,4.93,0.223,0.028,0.0,27.0,22.74,0.0,0.0,7.0,0.0,0.0,-2.66,-0.04,-0.92,-0.04,17.68,25.32,-52.97,2.0,1.0,1.0,0.0,50.0
1020,1,walk,walk,52,,52.0,20.0,1.0,0.0,1.0,6.06,0.222,-0.156,0.0,27.0,22.74,0.0,0.0,8.0,0.0,0.0,-0.6,-0.01,-0.91,-0.03,13.99,19.17,-45.41,2.0,1.0,1.0,0.0,50.0
1020,1,walk,walk,53,,53.0,20.0,1.0,0.0,1.0,7.17,0.213,-0.769,0.0,27.0,22.74,0.0,0.0,8.0,0.0,0.0,1.44,0.02,-0.91,-0.03,9.99,14.62,-37.54,2.0,1.0,1.0,0.0,50.0
1080,1,walk,walk,54,,54.0,20.0,1.0,0.0,1.0,8.24,0.205,-0.269,0.0,27.0,22.74,0.0,0.0,8.0,0.0,0.0,3.37,0.05,-0.91,-0.02,6.07,12.28,-29.58,2.0,1.0,1.0,0.0,50.0
1080,1,walk,walk,55,,55.0,20.0,0.0,0.0,1.0,9.28,0.203,-0.084,0.0,27.0,22.74,0.0,0.0,7.0,0.0,0.0,5.09,0.08,-0.92,-0.01,2.5,12.01,-21.59,2.0,1.0,1.0,0.0,50.0
1080,1,walk,walk,56,,56.0,20.0,0.0,0.0,1.0,10.27,0.2,-0.21,0.0,27.0,22.74,0.0,0.0,7.0,0.0,0.0,6.51,0.11,-0.94,0.01,-0.66,13.29,-13.67,2.0,1.0,1.0,0.0,50.0
1140,1,walk,walk,57,,57.0,20.0,1.0,0.0,1.0,11.19,0.2,0.076,0.0,27.0,22.74,0.0,0.0,8.0,0.0,0.0,7.59,0.13,-0.96,0.02,-3.55,15.43,-5.98,2.0,1.0,1.0,0.0,50.0
1140,1,walk,walk,58,,58.0,20.0,1.0,0.0,1.0,12.05,0.205,0.563,0.0,27.0,22.74,0.0,0.0,8.0,0.0,0.0,8.24,0.14,-0.98,0.03,-6.38,17.66,1.28,2.0,1.0,1.0,0.0,50.0
1140,1,walk,walk,59,,59.0,20.0,1.0,0.0,1.0,12.83,0.212,0.288,0.0,27.0,22.74,0.0,0.0,8.0,0.0,0.0,8.43,0.15,-1.0,0.04,-9.21,19.16,7.91,2.0,1.0,1.0,0.0,50.0
1160,1,walk,walk,60,,60.0,20.0,1.0,0.0,1.0,13.52,0.213,0.052,0.0,27.0,22.77,0.0,0.0,8.0,0.0,0.0,8.26,0.15,-1.01,0.04,-11.92,19.51,13.8,2.0,1.0,1.0,0.0,50.0
1220,1,walk,walk,61,,61.0,20.0,1.0,0.0,1.0,14.12,0.212,-0.088,0.0,27.0,22.77,0.0,0.0,8.0,0.0,0.0,7.86,0.14,-1.02,0.04,-14.4,18.79,19.0,2.0,1.0,1.0,0.0,50.0
1220,1,walk,walk,62,,62.0,20.0,0.0,0.0,1.0,14.63,0.211,-0.241,0.0,27.0,22.74,0.0,0.0,7.0,0.0,0.0,7.33,0.13,-1.03,0.03,-16.57,17.46,23.64,2.0,1.0,1.0,0.0,50.0
1280,1,walk,walk,63,,63.0,20.0,0.0,0.0,1.0,15.03,0.21,-0.003,0.0,27.0,22.77,0.0,0.0,7.0,0.0,0.0,6.75,0.12,-1.04,0.02,-18.38,16.03,27.76,2.0,1.0,1.0,0.0,50.0
1280,1,walk,walk,64,,64.0,20.0,0.0,0.0,1.0,15.33,0.21,0.03,0.0,27.0,22.77,0.0,0.0,7.0,0.0,0.0,6.1,0.11,-1.04,0.01,-19.82,14.8,31.36,2.0,1.0,1.0,0.0,50.0
1280,1,walk,walk,65,,65.0,20.0,0.0,0.0,1.0,15.53,0.209,-0.131,0.0,27.0,22.74,0.0,0.0,7.0,0.0,0.0,5.37,0.1,-1.04,-0.01,-20.92,13.71,34.41,2.0,1.0,1.0,0.0,50.0
1340,1,walk,walk,66,,66.0,20.0,1.0,0.0,1.0,15.62,0.207,-0.104,0.0,27.0,22.74,0.0,0.0,7.0,0.0,0.0,4.58,0.08,-1.04,-0.02,-21.72,12.54,36.95,2.0,1.0,1.0,0.0,50.0
1340,1,walk,walk,67,,67.0,20.0,1.0,0.0,1.0,15.62,0.207,0.032,0.0,27.0,22.77,0.0,0.0,7.0,0.0,0.0,3.76,0.07,-1.04,-0.04,-22.28,11.1,38.99,2.0,1.0,1.0,0.0,50.0
1340,1,walk,walk,68,,68.0,20.0,1.0,0.0,1.0,15.51,0.207,0.095,0.0,27.0,22.77,0.0,0.0,7.0,0.0,0.0,2.96,0.05,-1.03,-0.05,-22.63,9.33,40.54,2.0,1.0,1.0,0.0,50.0
1340,1,walk,walk,69,,69.0,20.0,1.0,0.0,1.0,15.31,0.207,-0.029,0.0,27.0,22.74,0.0,0.0,6.0,0.0,0.0,2.24,0.04,-1.03,-0.07,-22.79,7.32,41.64,2.0,1.0,1.0,0.0,50.0
1340,1,walk,walk,70,,70.0,20.0,1.0,0.0,1.0,15.01,0.207,0.084,0.0,27.0,22.77,0.0,0.0,6.0,0.0,0.0,1.61,0.03,-1.03,-0.08,-22.77,5.25,42.37,2.0,1.0,1.0,0.0,50.0
1400,1,walk,walk,71,,71.0,20.0,0.0,0.0,1.0,14.64,0.207,0.017,0.0,27.0,22.74,0.0,0.0,5.0,0.0,0.0,1.09,0.02,-1.02,-0.09,-22.58,3.33,42.79,2.0,1.0,1.0,0.0,50.0
1400,1,walk,walk,72,,72.0,20.0,0.0,0.0,1.0,14.18,0.207,0.037,0.0,27.0,22.74,0.0,0.0,4.0,0.0,0.0,0.64,0.01,-1.02,-0.1,-22.24,1.74,42.98,3.0,1.0,1.0,0.0,50.0
1420,1,walk,walk,73,,73.0,20.0,0.0,0.0,1.0,13.65,0.207,-0.023,0.0,27.0,22.77,0.0,0.0,4.0,0.0,0.0,0.25,0.0,-1.02,-0.11,-21.78,0.58,42.99,3.0,1.0,1.0,0.0,50.0
1480,1,walk,walk,74,,74.0,20.0,0.0,0.0,1.0,13.06,0.207,0.046,0.0,27.0,22.77,0.0,0.0,4.0,0.0,0.0,-0.15,0.0,-1.02,-0.11,-21.22,-0.18,42.85,3.0,1.0,1.0,0.0,50.0
1480,1,walk,walk,75,,75.0,20.0,1.0,0.0,1.0,12.41,0.207,0.025,0.0,27.0,22.74,0.0,0.0,5.0,0.0,0.0,-0.58,-0.01,-1.01,-0.12,-20.59,-0.61,42.62,3.0,1.0,1.0,0.0,50.0
1480,1,walk,walk,76,,76.0,20.0,1.0,0.0,1.0,11.71,0.207,-0.019,0.0,27.0,22.74,0.0,0.0,4.0,0.0,0.0,-1.05,-0.02,-1.01,-0.12,-19.89,-0.86,42.32,3.0,1.0,1.0,0.0,50.0
1480,1,walk,walk,77,,77.0,20.0,0.0,0.0,1.0,10.96,0.207,0.044,0.0,27.0,22.74,0.0,0.0,3.0,0.0,0.0,-1.54,-0.03,-1.01,-0.13,-19.16,-1.03,41.98,3.0,1.0,1.0,0.0,50.0
1540,1,walk,walk,78,,78.0,20.0,0.0,0.0,1.0,10.19,0.207,0.044,0.0,27.0,22.74,0.0,0.0,3.0,0.0,0.0,-2.03,-0.04,-1.0,-0.13,-18.43,-1.18,41.62,3.0,1.0,1.0,0.0,50.0
1540,1,walk,walk,79,,79.0,20.0,0.0,0.0,1.0,9.38,0.207,0.011,0.0,27.0,22.74,0.0,0.0,3.0,0.0,0.0,-2.49,-0.04,-1.0,-0.13,-17.71,-1.31,41.28,3.0,1.0,1.0,0.0,50.0
1540,1,walk,walk,80,,80.0,20.0,1.0,0.0,1.0,8.55,0.207,-0.032,0.0,27.0,22.77,0.0,0.0,4.0,0.0,0.0,-2.91,-0.05,-1.0,-0.13,-17.02,-1.43,40.96,3.0,1.0,1.0,0.0,50.0
1600,1,walk,walk,81,,81.0,20.0,1.0,0.0,1.0,7.7,0.208,-0.036,0.0,27.0,22.77,0.0,0.0,4.0,0.0,0.0,-3.27,-0.06,-1.0,-0.13,-16.36,-1.5,40.69,3.0,1.0,1.0,0.0,50.0
1600,1,walk,walk,82,,82.0,20.0,1.0,0.0,1.0,6.84,0.209,0.164,0.0,27.0,22.74,0.0,0.0,4.0,0.0,0.0,-3.57,-0.06,-0.99,-0.13,-15.74,-1.5,40.49,3.0,1.0,1.0,0.0,50.0
1600,1,walk,walk,83,,83.0,20.0,1.0,0.0,1.0,5.97,0.213,0.498,0.0,27.0,22.74,0.0,0.0,4.0,0.0,0.0,-3.82,-0.07,-0.99,-0.14,-15.15,-1.42,40.36,3.0,1.0,1.0,0.0,50.0
1680,1,walk,walk,84,,84.0,20.0,1.0,0.0,1.0,5.1,0.221,0.489,0.0,27.0,22.74,0.0,0.0,4.0,0.0,0.0,-4.05,-0.07,-0.99,-0.14,-14.57,-1.28,40.28,3.0,1.0,1.0,0.0,50.0
1680,1,walk,walk,85,,85.0,20.0,1.0,0.0,1.0,4.23,0.228,0.472,0.0,27.0,22.74,0.0,0.0,4.0,0.0,0.0,-4.29,-0.07,-0.99,-0.14,-14.01,-1.18,40.23,3.0,1.0,1.0,0.0,50.0
1680,1,walk,walk,86,,86.0,20.0,0.0,0.0,1.0,3.35,0.237,0.575,0.0,27.0,22.74,0.0,0.0,3.0,0.0,0.0,-4.56,-0.08,-0.99,-0.14,-13.46,-1.25,40.23,3.0,1.0,1.0,0.0,50.0
1740,1,walk,walk,87,,87.0,20.0,0.0,0.0,1.0,2.48,0.248,0.892,0.0,27.0,22.74,0.0,0.0,3.0,0.0,0.0,-4.87,-0.08,-1.0,-0.14,-12.94,-1.76,40.2,3.0,1.0,1.0,0.0,50.0
1740,1,walk,walk,88,,88.0,20.0,0.0,0.0,1.0,1.62,0.259,0.765,0.0,27.0,22.74,0.0,0.0,3.0,0.0,0.0,-5.16,-0.09,-1.0,-0.14,-12.47,-2.93,40.13,3.0,1.0,1.0,0.0,50.0
1740,1,walk,walk,89,,89.0,20.0,1.0,0.0,1.0,0.76,0.273,1.211,0.0,27.0,22.74,0.0,0.0,4.0,0.0,0.0,-5.37,-0.09,-1.01,-0.14,-12.02,-4.83,39.98,3.0,1.0,1.0,0.0,50.0
1800,1,walk,walk,90,,90.0,20.0,1.0,0.0,1.0,-0.09,0.292,1.322,0.0,27.0,22.77,0.0,0.0,4.0,0.0,0.0,-5.43,-0.1,-1.01,-0.14,-11.55,-7.32,39.73,3.0,1.0,1.0,0.0,50.0
1800,1,walk,walk,91,,91.0,20.0,1.0,0.0,1.0,-0.93,0.316,1.733,0.0,27.0,22.74,0.0,0.0,4.0,0.0,0.0,-5.29,-0.09,-1.02,-0.14,-11.01,-10.13,39.32,3.0,1.0,1.0,0.0,50.0
1800,1,walk,walk,92,,92.0,20.0,1.0,0.0,1.0,-1.76,0.346,2.145,0.0,27.0,22.74,0.0,0.0,4.0,0.0,0.0,-4.92,-0.09,-1.03,-0.14,-10.37,-13.0,38.68,3.0,1.0,1.0,0.0,50.0
1800,1,walk,walk,93,,93.0,20.0,1.0,0.0,1.0,-2.58,0.382,2.465,0.0,27.0,22.77,0.0,0.0,4.0,0.0,0.0,-4.35,-0.08,-1.04,-0.13,-9.57,-15.81,37.75,3.0,1.0,1.0,0.0,50.0
1880,1,walk,walk,94,,94.0,20.0,1.0,0.0,1.0,-3.38,0.419,2.72,0.0,27.0,22.74,0.0,0.0,4.0,0.0,0.0,-3.6,-0.07,-1.05,-0.13,-8.59,-18.67,36.44,3.0,1.0,1.0,0.0,50.0
1880,1,walk,walk,95,,95.0,20.0,0.0,0.0,1.0,-4.17,0.464,3.233,0.0,27.0,22.74,0.0,0.0,3.0,0.0,0.0,-2.71,-0.05,-1.06,-0.12,-7.41,-21.7,34.61,3.0,1.0,1.0,0.0,50.0
1940,1,walk,walk,96,,96.0,20.0,0.0,0.0,1.0,-4.95,0.521,4.202,0.0,27.0,22.77,0.0,0.0,3.0,0.0,0.0,-1.71,-0.03,-1.07,-0.11,-6.12,-24.88,32.04,3.0,1.0,1.0,0.0,50.0
1940,1,walk,walk,97,,97.0,20.0,0.0,0.0,1.0,-5.7,0.588,4.811,0.0,27.0,22.74,0.0,0.0,3.0,0.0,0.0,-0.64,-0.01,-1.07,-0.1,-4.86,-28.08,28.52,3.0,1.0,1.0,0.0,50.0
1940,1,walk,walk,98,,98.0,20.0,0.0,0.0,1.0,-6.43,0.662,5.06,0.0,27.0,22.74,0.0,0.0,3.0,0.0,0.0,0.4,0.01,-1.08,-0.09,-3.78,-31.06,23.92,3.0,1.0,1.0,0.0,50.0
1940,1,walk,walk,99,,99.0,20.0,1.0,0.0,1.0,-7.12,0.736,4.734,0.0,27.0,22.74,0.0,0.0,4.0,0.0,0.0,1.32,0.02,-1.08,-0.08,-2.94,-33.49,18.22,3.0,1.0,1.0,0.0,50.0
2000,1,walk,walk,100,,100.0,20.0,1.0,0.0,1.0,-7.78,0.803,4.163,0.0,27.0,22.74,0.0,0.0,4.0,0.0,0.0,2.0,0.04,-1.08,-0.08,-2.37,-35.07,11.5,3.0,1.0,1.0,0.0,50.0
2000,1,walk,walk,101,,101.0,20.0,1.0,0.0,1.0,-8.4,0.859,3.409,0.0,27.0,22.77,0.0,0.0,4.0,0.0,0.0,2.35,0.04,-1.08,-0.08,-2.04,-35.55,3.95,4.0,1.0,1.0,0.0,50.0
2000,1,walk,walk,102,,102.0,20.0,0.0,0.0,1.0,-8.97,0.904,2.937,0.0,27.0,22.74,0.0,0.0,3.0,0.0,0.0,2.27,0.04,-1.08,-0.08,-1.94,-34.84,-4.14,4.0,1.0,1.0,0.0,50.0
2000,1,walk,walk,103,,103.0,20.0,1.0,0.0,1.0,-9.47,0.942,2.193,0.0,27.0,22.74,0.0,0.0,4.0,0.0,0.0,1.74,0.03,-1.09,-0.08,-1.94,-33.17,-12.45,4.0,1.0,1.0,0.0,50.0
