emgT,emg,rms,mnf,mdf
0.000000,-0.043431,0.000000,0.000000,0.000000
1.000000,-0.045033,0.004343,0.000000,0.000000
2.000000,-0.047856,0.006256,0.000000,0.000000
3.000000,-0.045720,0.007877,0.000000,0.000000
4.000000,-0.043431,0.009108,0.000000,0.000000
5.000000,-0.042058,0.010090,0.000000,0.000000
6.000000,-0.042821,0.010932,0.000000,0.000000
7.000000,-0.044347,0.011740,0.000000,0.000000
8.000000,-0.044347,0.012550,0.000000,0.000000
9.000000,-0.043812,0.013310,0.000000,0.000000
10.000000,-0.043965,0.014013,0.000000,0.000000
11.000000,-0.044575,0.014686,0.000000,0.000000
12.000000,-0.043355,0.015348,0.000000,0.000000
13.000000,-0.041524,0.015949,0.000000,0.000000
14.000000,-0.038090,0.016480,0.000000,0.000000
15.000000,-0.035954,0.016915,0.000000,0.000000
16.000000,-0.033207,0.017293,0.000000,0.000000
17.000000,-0.031682,0.017609,0.000000,0.000000
18.000000,-0.033055,0.017891,0.000000,0.000000
19.000000,-0.038930,0.018194,0.000000,0.000000
20.000000,-0.043278,0.018606,0.000000,0.000000
21.000000,-0.043202,0.019103,0.000000,0.000000
22.000000,-0.045338,0.019585,0.000000,0.000000
23.000000,-0.039998,0.020103,0.000000,0.000000
24.000000,-0.032216,0.020497,0.000000,0.000000
25.000000,-0.029316,0.020749,0.000000,0.000000
26.000000,-0.025731,0.020955,0.000000,0.000000
27.000000,-0.028401,0.021112,0.000000,0.000000
28.000000,-0.030461,0.021302,0.000000,0.000000
29.000000,-0.032750,0.021519,0.000000,0.000000
30.000000,-0.030537,0.021767,0.000000,0.000000
31.000000,-0.030156,0.021980,0.000000,0.000000
32.000000,-0.030842,0.022186,0.000000,0.000000
33.000000,-0.035954,0.022399,0.000000,0.000000
34.000000,-0.039006,0.022686,0.000000,0.000000
35.000000,-0.039845,0.023019,0.000000,0.000000
36.000000,-0.036564,0.023361,0.000000,0.000000
37.000000,-0.030232,0.023646,0.000000,0.000000
38.000000,-0.025502,0.023838,0.000000,0.000000
39.000000,-0.020771,0.023974,0.000000,0.000000
40.000000,-0.020695,0.024064,0.000000,0.000000
41.000000,-0.025807,0.024153,0.000000,0.000000
42.000000,-0.027333,0.024290,0.000000,0.000000
