cycle_index,start_row,end_row,start_ms,end_ms,state_path,segment_type,step_type,step_code,walk_out_values,walk_out_pattern,cycle_ms,stance_ms,swing_ms,swing_phase_ms,confirmation_wrap_ms,stance_percent,swing_percent,has_full_phase_timing,cluster_size,cluster_stance_median_ms,cluster_swing_median_ms,cluster_stance_percent_median,quality_status,accepted,user_decision,reason
14,1333,1387,26660.0,27920.0,1→2→5→6→7,full_cycle,standard,,"0,1,3,6",0→6→1→3,1260.0,920.0,340.0,160.0,180.0,73.01587301587301,26.984126984126984,True,14,900.0000000000001,349.8571136907181,70.33362093758987,accepted,True,auto,matches patient timing cluster (14 cycles)
15,1396,1482,27920.0,29740.0,1→2→5→6→7,full_cycle,walk_out_0_6_0,W060,"0,6",0→6→0,1820.0,1580.0,240.0,140.0,100.0,86.81318681318682,13.186813186813186,True,14,900.0000000000001,349.8571136907181,70.33362093758987,review,False,auto,timing review required: log_stance_ms robust z=8.5; stance_percent robust z=4.1
16,1486,1551,29740.0,31080.0,1→2→5→6→7,full_cycle,standard,,"0,1,3,6",0→6→1→3,1340.0,1240.0,100.0,60.0,40.0,92.53731343283582,7.462686567164179,True,14,900.0000000000001,349.8571136907181,70.33362093758987,review,False,auto,timing review required: log_stance_ms robust z=4.9; log_swing_ms robust z=-9.8; stance_percent robust z=5.5
17,1554,1582,31080.0,31840.0,1→2→5→6→7,full_cycle,standard,,"0,1,3,6",0→6→1→3,760.0,400.0,360.0,160.0,200.0,52.63157894736842,47.36842105263158,True,14,900.0000000000001,349.8571136907181,70.33362093758987,review,False,auto,timing review required: log_stance_ms robust z=-12.3; stance_percent robust z=-4.4
18,1592,1644,31840.0,33160.0,1→2→5→6→7,full_cycle,standard,,"0,1,3,6",0→6→1→3,1320.0,900.0,420.0,140.0,280.0,68.18181818181819,31.818181818181817,True,14,900.0000000000001,349.8571136907181,70.33362093758987,accepted,True,auto,matches patient timing cluster (14 cycles)
19,1658,1715,33160.0,34460.0,1→2→5→6→7,full_cycle,standard,,"0,1,3,6",0→6→1→3,1300.0,960.0,340.0,200.0,140.0,73.84615384615384,26.153846153846153,True,14,900.0000000000001,349.8571136907181,70.33362093758987,accepted,True,auto,matches patient timing cluster (14 cycles)
20,1723,1777,34460.0,35680.0,1→2→5→6→7,full_cycle,standard,,"0,1,3,6",0→6→1→3,1220.0,920.0,300.0,160.0,140.0,75.40983606557377,24.59016393442623,True,14,900.0000000000001,349.8571136907181,70.33362093758987,accepted,True,auto,matches patient timing cluster (14 cycles)
21,1784,1839,35680.0,36920.0,1→2→5→6→7,full_cycle,standard,,"0,1,3,6",0→6→1→3,1240.0,940.0,300.0,180.0,120.0,75.80645161290323,24.193548387096776,True,14,900.0000000000001,349.8571136907181,70.33362093758987,accepted,True,auto,matches patient timing cluster (14 cycles)
22,1846,1900,36920.0,38600.0,1→2→5→6→7,full_cycle,standard,,"0,1,3,6",0→6→1→3,1680.0,980.0,700.0,120.0,580.0,58.333333333333336,41.666666666666664,True,14,900.0000000000001,349.8571136907181,70.33362093758987,review,False,auto,timing review required: log_swing_ms robust z=5.4
23,1930,2090,38600.0,42000.0,1→2→5→6→7,full_cycle,walk_out_0_6_0,W060,"0,6",0→6→0,3400.0,3000.0,400.0,220.0,180.0,88.23529411764706,11.764705882352942,True,14,900.0000000000001,349.8571136907181,70.33362093758987,review,False,auto,timing review required: log_stance_ms robust z=18.3; stance_percent robust z=4.4
24,2100,2183,42000.0,43740.0,1→2→5→6→7,full_cycle,walk_out_0_6_0,W060,"0,6",0→6→0,1740.0,1600.0,140.0,60.0,80.0,91.95402298850574,8.045977011494253,True,14,900.0000000000001,349.8571136907181,70.33362093758987,review,False,auto,timing review required: log_stance_ms robust z=8.7; log_swing_ms robust z=-7.2; stance_percent robust z=5.3
25,2186,2272,43740.0,45680.0,1→2→5→6→7,full_cycle,walk_out_0_6_0,W060,"0,6",0→6→0,1940.0,1500.0,440.0,200.0,240.0,77.31958762886597,22.68041237113402,True,14,900.0000000000001,349.8571136907181,70.33362093758987,review,False,auto,timing review required: log_stance_ms robust z=7.7
26,2283,2366,45680.0,47360.0,1→2→5→6→7,full_cycle,walk_out_0_6_0,W060,"0,6",0→6→0,1680.0,1560.0,120.0,80.0,40.0,92.85714285714286,7.142857142857143,True,14,900.0000000000001,349.8571136907181,70.33362093758987,review,False,auto,timing review required: log_stance_ms robust z=8.3; log_swing_ms robust z=-8.4; stance_percent robust z=5.5
27,2368,2399,47360.0,48160.0,1→2→5→6→7,full_cycle,standard,,"0,1,3,6",0→6→1→3,800.0,420.0,380.0,220.0,160.0,52.5,47.5,True,14,900.0000000000001,349.8571136907181,70.33362093758987,review,False,auto,timing review required: log_stance_ms robust z=-11.6; stance_percent robust z=-4.4
28,2408,2462,48160.0,49400.0,1→2→5→6→7,full_cycle,standard,,"0,1,3,6",0→6→1→3,1240.0,920.0,320.0,160.0,160.0,74.19354838709677,25.806451612903224,True,14,900.0000000000001,349.8571136907181,70.33362093758987,accepted,True,auto,matches patient timing cluster (14 cycles)
29,2470,2523,49400.0,50660.0,1→2→5→6→7,full_cycle,standard,,"0,1,3,6",0→6→1→3,1260.0,880.0,380.0,180.0,200.0,69.84126984126983,30.158730158730158,True,14,900.0000000000001,349.8571136907181,70.33362093758987,accepted,True,auto,matches patient timing cluster (14 cycles)
30,2532,2586,50660.0,51880.0,1→2→5→6→7,full_cycle,standard,,"0,1,3,6",0→6→1→3,1220.0,900.0,320.0,160.0,160.0,73.77049180327869,26.229508196721312,True,14,900.0000000000001,349.8571136907181,70.33362093758987,accepted,True,auto,matches patient timing cluster (14 cycles)
31,2594,2656,51880.0,53420.0,1→2→5→6→7,full_cycle,standard,,"0,1,3,6",0→6→1→3,1540.0,1040.0,500.0,220.0,280.0,67.53246753246754,32.467532467532465,True,14,900.0000000000001,349.8571136907181,70.33362093758987,accepted,True,auto,matches patient timing cluster (14 cycles)
32,2671,2740,53420.0,55320.0,1→2→5→6→7,full_cycle,walk_out_0_6_0,W060,"0,6",0→6→0,1900.0,1160.0,740.0,220.0,520.0,61.05263157894737,38.94736842105263,True,14,900.0000000000001,349.8571136907181,70.33362093758987,review,False,auto,timing review required: log_stance_ms robust z=3.8; log_swing_ms robust z=5.9
33,2765,3078,55320.0,61820.0,1→2→5→6→7,full_cycle,walk_out_0_6_0,W060,"0,6",0→6→0,6500.0,6060.0,440.0,180.0,260.0,93.23076923076923,6.769230769230769,True,14,900.0000000000001,349.8571136907181,70.33362093758987,review,False,auto,timing review required: log_stance_ms robust z=28.9; stance_percent robust z=5.6
34,3091,3183,61820.0,63760.0,1→2→5→6→7,full_cycle,walk_out_0_6_0,W060,"0,6",0→6→0,1940.0,1740.0,200.0,140.0,60.0,89.69072164948453,10.309278350515465,True,14,900.0000000000001,349.8571136907181,70.33362093758987,review,False,auto,timing review required: log_stance_ms robust z=10.0; log_swing_ms robust z=-4.4; stance_percent robust z=4.8
35,3187,3217,63760.0,64540.0,1→2→5→6→7,full_cycle,standard,,"0,1,3,6",0→6→1→3,780.0,420.0,360.0,160.0,200.0,53.84615384615385,46.15384615384615,True,14,900.0000000000001,349.8571136907181,70.33362093758987,review,False,auto,timing review required: log_stance_ms robust z=-11.6; stance_percent robust z=-4.1
36,3227,3279,64540.0,65760.0,1→2→5→6→7,full_cycle,standard,,"0,1,3,6",0→6→1→3,1220.0,860.0,360.0,200.0,160.0,70.49180327868852,29.508196721311474,True,14,900.0000000000001,349.8571136907181,70.33362093758987,accepted,True,auto,matches patient timing cluster (14 cycles)
37,3288,3340,65760.0,67080.0,1→2→5→6→7,full_cycle,standard,,"0,1,3,6",0→6→1→3,1320.0,860.0,460.0,180.0,280.0,65.15151515151516,34.84848484848485,True,14,900.0000000000001,349.8571136907181,70.33362093758987,accepted,True,auto,matches patient timing cluster (14 cycles)
38,3354,3438,67080.0,68800.0,1→2→5→6→7,full_cycle,walk_out_0_6_0,W060,"0,6",0→6→0,1720.0,1620.0,100.0,60.0,40.0,94.18604651162791,5.813953488372093,True,14,900.0000000000001,349.8571136907181,70.33362093758987,review,False,auto,timing review required: log_stance_ms robust z=8.9; log_swing_ms robust z=-9.8; stance_percent robust z=5.9
39,3440,3471,68800.0,69580.0,1→2→5→6→7,full_cycle,standard,,"0,1,3,6",0→6→1→3,780.0,460.0,320.0,180.0,140.0,58.97435897435897,41.02564102564103,True,14,900.0000000000001,349.8571136907181,70.33362093758987,review,False,auto,timing review required: log_stance_ms robust z=-10.2
40,3479,3531,69580.0,70820.0,1→2→5→6→7,full_cycle,standard,,"0,1,3,6",0→6→1→3,1240.0,860.0,380.0,180.0,200.0,69.35483870967742,30.64516129032258,True,14,900.0000000000001,349.8571136907181,70.33362093758987,accepted,True,auto,matches patient timing cluster (14 cycles)
41,3541,3653,70820.0,73240.0,1→2→5→6→7,full_cycle,walk_out_0_6_0,W060,"0,6",0→6→0,2420.0,2060.0,360.0,180.0,180.0,85.12396694214875,14.87603305785124,True,14,900.0000000000001,349.8571136907181,70.33362093758987,review,False,auto,timing review required: log_stance_ms robust z=12.6; stance_percent robust z=3.6
42,3662,3716,73240.0,74920.0,1→2→5→6→7,full_cycle,standard,,"0,1,3,6",0→6→1→3,1680.0,960.0,720.0,140.0,580.0,57.142857142857146,42.857142857142854,True,14,900.0000000000001,349.8571136907181,70.33362093758987,review,False,auto,timing review required: log_swing_ms robust z=5.7
43,3745,3838,74920.0,77560.0,1→2→5→6→7,full_cycle,walk_out_0_6_0,W060,"0,6",0→6→0,2640.0,1740.0,900.0,100.0,800.0,65.9090909090909,34.09090909090909,True,14,900.0000000000001,349.8571136907181,70.33362093758987,review,False,auto,timing review required: log_stance_ms robust z=10.0; log_swing_ms robust z=7.4
44,3877,3967,77560.0,79440.0,1→2→5→6→7,full_cycle,walk_out_0_6_0,W060,"0,6",0→6→0,1880.0,1700.0,180.0,80.0,100.0,90.42553191489361,9.574468085106384,True,14,900.0000000000001,349.8571136907181,70.33362093758987,review,False,auto,timing review required: log_stance_ms robust z=9.6; log_swing_ms robust z=-5.2; stance_percent robust z=4.9
45,3971,4052,79440.0,81060.0,1→2→5,transition_5_to_0,standard,T50,"0,1,6",0→6→1,1620.0,,,,,,,False,,,,,review,False,auto,duration-only transition requires review
46,4053,4126,81060.0,82820.0,0→2→5→6→7,full_cycle,standard,,"0,1,3,6",0→6→1→3,1760.0,800.0,960.0,660.0,300.0,45.45454545454545,54.54545454545455,True,,,,,review,False,auto,full cycle immediately follows T50 transition and requires review
47,4139,4242,82820.0,84860.0,1→2→5,transition_5_to_0,walk_out_0_6_0,T50,"0,6",0→6→0,2040.0,,,,,,,False,,,,,review,False,auto,duration-only transition requires review
48,4243,4262,84860.0,,0,full_cycle,standard,,0,0,,,,,,,,False,,,,,rejected,False,auto,incomplete cycle ended with state 1 after [0]
49,4263,4342,85260.0,86880.0,1→2→5→6→7,full_cycle,walk_out_0_6_0,W060,"0,6",0→6→0,1620.0,1580.0,40.0,0.0,40.0,97.53086419753086,2.4691358024691357,True,14,900.0000000000001,349.8571136907181,70.33362093758987,review,False,auto,timing review required: log_stance_ms robust z=8.5; log_swing_ms robust z=-17.0; stance_percent robust z=6.7
50,4344,4375,86880.0,87680.0,1→2→5→6→7,full_cycle,standard,,"0,1,3,6",0→6→1→3,800.0,440.0,360.0,180.0,180.0,55.0,45.0,True,14,900.0000000000001,349.8571136907181,70.33362093758987,review,False,auto,timing review required: log_stance_ms robust z=-10.9; stance_percent robust z=-3.8
51,4383,4433,87680.0,88820.0,1→2→5→6→7,full_cycle,standard,,"0,1,3,6",0→6→1→3,1140.0,800.0,340.0,180.0,160.0,70.17543859649123,29.82456140350877,True,14,900.0000000000001,349.8571136907181,70.33362093758987,accepted,True,auto,matches patient timing cluster (14 cycles)
52,4441,4495,88820.0,90560.0,1→2→5→6→7,full_cycle,standard,,"0,1,3,6",0→6→1→3,1740.0,940.0,800.0,160.0,640.0,54.02298850574713,45.97701149425287,True,14,900.0000000000001,349.8571136907181,70.33362093758987,review,False,auto,timing review required: log_swing_ms robust z=6.5; stance_percent robust z=-4.0
53,4528,4644,90560.0,,1→2,full_cycle,standard,,"0,6",0→6,,,,,,,,False,,,,,rejected,False,auto,"incomplete suffix after [1, 2]"
