t_ms,segment_id,packet_type,source_mode,frame_fid,note,walk_fid,walk_dt_ms,walk_exec_ms,walk_out,walk_state,walk_tilt_forward_deg,walk_pos_rad,walk_vel_rad_s,walk_tq_nm,walk_temp_c,walk_vbus_v,walk_pattern,walk_err_code,walk_fb_age_ms,walk_typical_stride_ms,walk_effective_step_count,walk_tilt_accel_deg,walk_acc_x,walk_acc_y,walk_acc_z,walk_gyr_x,walk_gyr_y,walk_gyr_z,cfg_fid,cfg_gait_model,cfg_gait_mode,cfg_side_is_left,cfg_assist_pct
40,1,walk,walk,85557,,85557.0,20.0,1.0,6.0,2.0,6.87,0.036,0.013,-0.874,35.0,26.84,0.0,0.0,9.0,0.0,0.0,6.28,-0.11,-1.02,0.06,1.36,0.41,0.73,3458.0,0.0,1.0,1.0,100.0
60,1,walk,walk,85558,,85558.0,20.0,1.0,6.0,2.0,6.87,0.036,-0.072,-0.858,35.0,26.84,0.0,0.0,9.0,0.0,0.0,6.28,-0.11,-1.02,0.06,1.37,0.43,0.72,3458.0,0.0,1.0,1.0,100.0
80,1,walk,walk,85559,,85559.0,20.0,1.0,6.0,2.0,6.87,0.036,0.076,-0.829,35.0,26.84,0.0,0.0,9.0,0.0,0.0,6.29,-0.11,-1.02,0.06,1.37,0.45,0.72,3458.0,0.0,1.0,1.0,100.0
100,1,walk,walk,85560,,85560.0,20.0,1.0,6.0,2.0,6.87,0.036,0.072,-0.877,35.0,26.84,0.0,0.0,9.0,0.0,0.0,6.29,-0.11,-1.02,0.06,1.37,0.47,0.72,3458.0,0.0,1.0,1.0,100.0
120,1,walk,walk,85561,,85561.0,20.0,1.0,6.0,2.0,6.87,0.036,-0.029,-0.895,35.0,26.84,0.0,0.0,9.0,0.0,0.0,6.29,-0.11,-1.02,0.06,1.38,0.49,0.72,3458.0,0.0,1.0,1.0,100.0
140,1,walk,walk,85562,,85562.0,20.0,1.0,6.0,2.0,6.87,0.036,-0.03,-0.856,35.0,26.84,0.0,0.0,9.0,0.0,0.0,6.29,-0.11,-1.02,0.06,1.38,0.51,0.73,3458.0,0.0,1.0,1.0,100.0
160,1,walk,walk,85563,,85563.0,20.0,1.0,6.0,2.0,6.87,0.036,-0.073,-0.877,35.0,26.84,0.0,0.0,9.0,0.0,0.0,6.29,-0.11,-1.02,0.06,1.39,0.53,0.74,3458.0,0.0,1.0,1.0,100.0
180,1,walk,walk,85564,,85564.0,20.0,1.0,6.0,2.0,6.87,0.036,-0.014,-0.929,35.0,26.84,0.0,0.0,9.0,0.0,0.0,6.29,-0.11,-1.02,0.06,1.39,0.56,0.75,3458.0,0.0,1.0,1.0,100.0
200,1,walk,walk,85565,,85565.0,20.0,1.0,6.0,2.0,6.88,0.036,-0.075,-0.819,35.0,26.84,0.0,0.0,9.0,0.0,0.0,6.3,-0.11,-1.02,0.06,1.39,0.57,0.77,3458.0,0.0,1.0,1.0,100.0
220,1,walk,walk,85566,,85566.0,20.0,1.0,6.0,2.0,6.88,0.036,0.073,-0.925,35.0,26.84,0.0,0.0,9.0,0.0,0.0,6.3,-0.11,-1.02,0.06,1.4,0.58,0.79,3458.0,0.0,1.0,1.0,100.0
240,1,walk,walk,85567,,85567.0,20.0,1.0,6.0,2.0,6.88,0.036,-0.006,-0.859,35.0,26.88,0.0,0.0,9.0,0.0,0.0,6.31,-0.11,-1.02,0.06,1.4,0.59,0.81,3458.0,0.0,1.0,1.0,100.0
260,1,walk,walk,85568,,85568.0,20.0,1.0,6.0,2.0,6.88,0.036,-0.002,-0.926,35.0,26.84,0.0,0.0,9.0,0.0,0.0,6.31,-0.11,-1.02,0.06,1.4,0.59,0.83,3458.0,0.0,1.0,1.0,100.0
280,1,walk,walk,85569,,85569.0,20.0,1.0,6.0,2.0,6.89,0.036,0.06,-0.906,35.0,26.84,0.0,0.0,9.0,0.0,0.0,6.32,-0.11,-1.02,0.06,1.41,0.58,0.85,3458.0,0.0,1.0,1.0,100.0
300,1,walk,walk,85570,,85570.0,20.0,1.0,6.0,2.0,6.89,0.036,-0.025,-0.859,35.0,26.84,0.0,0.0,9.0,0.0,0.0,6.32,-0.11,-1.02,0.06,1.41,0.56,0.86,3458.0,0.0,1.0,1.0,100.0
320,1,walk,walk,85571,,85571.0,20.0,1.0,6.0,2.0,6.89,0.036,-0.03,-0.913,35.0,26.84,0.0,0.0,9.0,0.0,0.0,6.33,-0.11,-1.02,0.06,1.42,0.53,0.86,3458.0,0.0,1.0,1.0,100.0
340,1,walk,walk,85572,,85572.0,20.0,1.0,6.0,2.0,6.89,0.036,-0.044,-0.894,35.0,26.84,0.0,0.0,9.0,0.0,0.0,6.34,-0.11,-1.02,0.06,1.43,0.5,0.86,3458.0,0.0,1.0,1.0,100.0
360,1,walk,walk,85573,,85573.0,20.0,1.0,6.0,2.0,6.9,0.036,-0.061,-0.857,35.0,26.84,0.0,0.0,9.0,0.0,0.0,6.34,-0.11,-1.02,0.06,1.43,0.47,0.86,3458.0,0.0,1.0,1.0,100.0
380,1,walk,walk,85574,,85574.0,20.0,1.0,6.0,2.0,6.9,0.036,0.018,-0.868,35.0,26.84,0.0,0.0,9.0,0.0,0.0,6.35,-0.11,-1.02,0.06,1.44,0.44,0.85,3458.0,0.0,1.0,1.0,100.0
400,1,walk,walk,85575,,85575.0,20.0,1.0,6.0,2.0,6.9,0.036,0.029,-0.829,35.0,26.84,0.0,0.0,9.0,0.0,0.0,6.36,-0.11,-1.02,0.06,1.44,0.4,0.84,3458.0,0.0,1.0,1.0,100.0
420,1,walk,walk,85576,,85576.0,20.0,1.0,6.0,2.0,6.91,0.036,0.056,-0.915,35.0,26.84,0.0,0.0,9.0,0.0,0.0,6.36,-0.11,-1.02,0.06,1.44,0.36,0.82,3458.0,0.0,1.0,1.0,100.0
,1,walk,walk,85577,GAP:FID_MISSING,,,,,,,,,,,,,,,,,,,,,,,,3458.0,0.0,1.0,1.0,100.0
,1,walk,walk,85578,GAP:FID_MISSING,,,,,,,,,,,,,,,,,,,,,,,,3458.0,0.0,1.0,1.0,100.0
,1,walk,walk,85579,GAP:FID_MISSING,,,,,,,,,,,,,,,,,,,,,,,,3458.0,0.0,1.0,1.0,100.0
,1,walk,walk,85580,GAP:FID_MISSING,,,,,,,,,,,,,,,,,,,,,,,,3458.0,0.0,1.0,1.0,100.0
,1,walk,walk,85581,GAP:FID_MISSING,,,,,,,,,,,,,,,,,,,,,,,,3458.0,0.0,1.0,1.0,100.0
580,1,walk,walk,85582,,85582.0,20.0,1.0,6.0,2.0,6.92,0.07,0.066,0.0,35.0,26.88,0.0,0.0,17.0,0.0,0.0,6.74,-0.12,-1.01,0.06,0.13,-0.98,-2.63,3458.0,0.0,1.0,1.0,100.0
600,1,walk,walk,85583,,85583.0,20.0,1.0,6.0,2.0,6.91,0.07,0.002,0.0,35.0,26.88,0.0,0.0,15.0,0.0,0.0,6.68,-0.12,-1.01,0.06,-0.18,-0.91,-2.92,3458.0,0.0,1.0,1.0,100.0
620,1,walk,walk,85584,,85584.0,20.0,1.0,6.0,2.0,6.9,0.07,0.06,0.0,35.0,26.88,0.0,0.0,15.0,0.0,0.0,6.6,-0.12,-1.01,0.06,-0.41,-0.8,-3.08,3458.0,0.0,1.0,1.0,100.0
640,1,walk,walk,85585,,85585.0,20.0,1.0,6.0,2.0,6.89,0.07,-0.088,0.0,35.0,26.91,0.0,0.0,15.0,0.0,0.0,6.5,-0.12,-1.01,0.06,-0.55,-0.66,-3.11,3458.0,0.0,1.0,1.0,100.0
640,1,walk,walk,85586,,85586.0,20.0,1.0,6.0,2.0,6.87,0.07,-0.04,0.0,35.0,26.88,0.0,0.0,15.0,0.0,0.0,6.39,-0.11,-1.01,0.06,-0.62,-0.53,-3.03,3458.0,0.0,1.0,1.0,100.0
680,1,walk,walk,85587,,85587.0,20.0,1.0,6.0,2.0,6.85,0.07,-0.04,0.0,35.0,26.88,0.0,0.0,15.0,0.0,0.0,6.27,-0.11,-1.01,0.07,-0.68,-0.42,-2.77,3458.0,0.0,1.0,1.0,100.0
700,1,walk,walk,85588,,85588.0,20.0,1.0,6.0,2.0,6.83,0.07,0.068,0.0,35.0,26.91,0.0,0.0,15.0,0.0,0.0,6.15,-0.11,-1.01,0.07,-0.77,-0.31,-2.46,3458.0,0.0,1.0,1.0,100.0
700,1,walk,walk,85589,,85589.0,20.0,1.0,6.0,2.0,6.8,0.07,0.014,0.0,35.0,26.84,0.0,0.0,15.0,0.0,0.0,6.04,-0.11,-1.02,0.06,-0.88,-0.21,-2.17,3458.0,0.0,1.0,1.0,100.0
740,1,walk,walk,85590,,85590.0,20.0,1.0,6.0,2.0,6.76,0.07,0.026,0.0,35.0,26.88,0.0,0.0,15.0,0.0,0.0,5.93,-0.11,-1.02,0.06,-0.98,-0.11,-1.92,3458.0,0.0,1.0,1.0,100.0
760,1,walk,walk,85591,,85591.0,20.0,1.0,6.0,2.0,6.73,0.07,-0.1,0.0,35.0,26.88,0.0,0.0,15.0,0.0,0.0,5.84,-0.1,-1.02,0.06,-1.04,-0.01,-1.69,3458.0,0.0,1.0,1.0,100.0
760,1,walk,walk,85592,,85592.0,20.0,1.0,6.0,2.0,6.69,0.07,-0.044,0.0,35.0,26.88,0.0,0.0,15.0,0.0,0.0,5.76,-0.1,-1.02,0.06,-1.06,0.07,-1.49,3458.0,0.0,1.0,1.0,100.0
800,1,walk,walk,85593,,85593.0,20.0,1.0,6.0,2.0,6.65,0.07,-0.173,0.0,35.0,26.88,0.0,0.0,15.0,0.0,0.0,5.69,-0.1,-1.02,0.06,-1.03,0.13,-1.31,3458.0,0.0,1.0,1.0,100.0
800,1,walk,walk,85594,,85594.0,20.0,1.0,6.0,2.0,6.61,0.071,0.057,0.0,35.0,26.88,0.0,0.0,15.0,0.0,0.0,5.63,-0.1,-1.02,0.06,-0.95,0.17,-1.14,3458.0,0.0,1.0,1.0,100.0
820,1,walk,walk,85595,,85595.0,20.0,1.0,6.0,2.0,6.56,0.07,-0.018,0.0,35.0,26.88,0.0,0.0,15.0,0.0,0.0,5.57,-0.1,-1.02,0.06,-0.82,0.19,-0.97,3458.0,0.0,1.0,1.0,100.0
860,1,walk,walk,85596,,85596.0,20.0,1.0,6.0,2.0,6.52,0.07,-0.011,0.0,35.0,26.88,0.0,0.0,15.0,0.0,0.0,5.53,-0.1,-1.02,0.06,-0.67,0.19,-0.81,3458.0,0.0,1.0,1.0,100.0
880,1,walk,walk,85597,,85597.0,20.0,1.0,6.0,2.0,6.48,0.07,0.044,0.0,35.0,26.88,0.0,0.0,15.0,0.0,0.0,5.48,-0.1,-1.02,0.06,-0.5,0.17,-0.66,3458.0,0.0,1.0,1.0,100.0
880,1,walk,walk,85598,,85598.0,20.0,1.0,6.0,2.0,6.43,0.071,0.052,0.0,35.0,26.88,0.0,0.0,15.0,0.0,0.0,5.45,-0.1,-1.02,0.06,-0.32,0.13,-0.51,3458.0,0.0,1.0,1.0,100.0
920,1,walk,walk,85599,,85599.0,20.0,1.0,6.0,2.0,6.39,0.071,0.046,0.0,35.0,26.88,0.0,0.0,15.0,0.0,0.0,5.42,-0.1,-1.02,0.06,-0.14,0.08,-0.38,3458.0,0.0,1.0,1.0,100.0
940,1,walk,walk,85600,,85600.0,20.0,1.0,6.0,2.0,6.35,0.071,-0.093,0.0,35.0,26.88,0.0,0.0,15.0,0.0,0.0,5.39,-0.1,-1.02,0.06,0.03,0.02,-0.25,3458.0,0.0,1.0,1.0,100.0
940,1,walk,walk,85601,,85601.0,20.0,1.0,6.0,2.0,6.31,0.071,0.003,0.0,35.0,26.88,0.0,0.0,9.0,0.0,0.0,5.37,-0.1,-1.02,0.06,0.19,-0.04,-0.15,3458.0,0.0,1.0,1.0,100.0
980,1,walk,walk,85602,,85602.0,20.0,1.0,6.0,2.0,6.28,0.071,0.022,0.0,35.0,26.88,0.0,0.0,9.0,0.0,0.0,5.36,-0.1,-1.02,0.06,0.33,-0.11,-0.05,3458.0,0.0,1.0,1.0,100.0
1000,1,walk,walk,85603,,85603.0,20.0,1.0,6.0,2.0,6.24,0.071,0.041,0.0,35.0,26.88,0.0,0.0,9.0,0.0,0.0,5.34,-0.1,-1.02,0.06,0.46,-0.17,0.03,3458.0,0.0,1.0,1.0,100.0
1000,1,walk,walk,85604,,85604.0,20.0,1.0,6.0,2.0,6.21,0.071,-0.03,0.0,35.0,26.88,0.0,0.0,9.0,0.0,0.0,5.33,-0.1,-1.02,0.06,0.57,-0.23,0.1,3458.0,0.0,1.0,1.0,100.0
1040,1,walk,walk,85605,,85605.0,20.0,1.0,6.0,2.0,6.18,0.071,0.057,0.0,35.0,26.88,0.0,0.0,9.0,0.0,0.0,5.32,-0.09,-1.02,0.06,0.66,-0.27,0.15,3458.0,0.0,1.0,1.0,100.0
1060,1,walk,walk,85606,,85606.0,20.0,1.0,6.0,2.0,6.15,0.071,0.025,0.0,35.0,26.88,0.0,0.0,9.0,0.0,0.0,5.31,-0.09,-1.02,0.06,0.74,-0.31,0.19,3458.0,0.0,1.0,1.0,100.0
1060,1,walk,walk,85607,,85607.0,20.0,1.0,6.0,2.0,6.12,0.071,-0.013,0.0,35.0,26.88,0.0,0.0,9.0,0.0,0.0,5.29,-0.09,-1.02,0.06,0.81,-0.33,0.22,3458.0,0.0,1.0,1.0,100.0
1100,1,walk,walk,85608,,85608.0,20.0,1.0,6.0,2.0,6.1,0.071,0.003,0.0,35.0,26.88,0.0,0.0,9.0,0.0,0.0,5.28,-0.09,-1.02,0.06,0.86,-0.33,0.24,3458.0,0.0,1.0,1.0,100.0
1120,1,walk,walk,85609,,85609.0,20.0,1.0,6.0,2.0,6.07,0.071,0.037,0.0,35.0,26.88,0.0,0.0,9.0,0.0,0.0,5.26,-0.09,-1.02,0.07,0.9,-0.32,0.26,3458.0,0.0,1.0,1.0,100.0
1120,1,walk,walk,85610,,85610.0,20.0,1.0,6.0,2.0,6.05,0.071,0.019,0.0,35.0,26.88,0.0,0.0,9.0,0.0,0.0,5.25,-0.09,-1.02,0.07,0.94,-0.29,0.28,3458.0,0.0,1.0,1.0,100.0
1160,1,walk,walk,85611,,85611.0,20.0,1.0,6.0,2.0,6.03,0.071,-0.018,0.0,35.0,26.88,0.0,0.0,9.0,0.0,0.0,5.23,-0.09,-1.02,0.07,0.96,-0.24,0.3,3458.0,0.0,1.0,1.0,100.0
1180,1,walk,walk,85612,,85612.0,20.0,1.0,6.0,2.0,6.02,0.071,-0.048,0.0,35.0,26.88,0.0,0.0,9.0,0.0,0.0,5.21,-0.09,-1.02,0.07,0.98,-0.19,0.31,3458.0,0.0,1.0,1.0,100.0
1180,1,walk,walk,85613,,85613.0,20.0,1.0,6.0,2.0,6.0,0.071,0.021,0.0,35.0,26.88,0.0,0.0,9.0,0.0,0.0,5.2,-0.09,-1.02,0.07,0.99,-0.12,0.33,3458.0,0.0,1.0,1.0,100.0
1220,1,walk,walk,85614,,85614.0,20.0,1.0,6.0,2.0,5.98,0.071,0.057,0.0,35.0,26.88,0.0,0.0,9.0,0.0,0.0,5.19,-0.09,-1.02,0.07,0.99,-0.04,0.36,3458.0,0.0,1.0,1.0,100.0
1240,1,walk,walk,85615,,85615.0,20.0,1.0,6.0,2.0,5.97,0.071,-0.05,0.0,35.0,26.88,0.0,0.0,9.0,0.0,0.0,5.18,-0.09,-1.02,0.07,0.99,0.03,0.38,3458.0,0.0,1.0,1.0,100.0
1240,1,walk,walk,85616,,85616.0,20.0,1.0,6.0,2.0,5.96,0.071,0.054,0.0,35.0,26.91,0.0,0.0,9.0,0.0,0.0,5.17,-0.09,-1.02,0.07,1.0,0.11,0.4,3458.0,0.0,1.0,1.0,100.0
1280,1,walk,walk,85617,,85617.0,20.0,1.0,6.0,2.0,5.95,0.071,0.029,0.0,35.0,26.88,0.0,0.0,9.0,0.0,0.0,5.17,-0.09,-1.02,0.07,1.0,0.19,0.43,3458.0,0.0,1.0,1.0,100.0
1300,1,walk,walk,85618,,85618.0,20.0,1.0,6.0,2.0,5.93,0.071,0.061,0.0,35.0,26.88,0.0,0.0,9.0,0.0,0.0,5.16,-0.09,-1.02,0.07,1.0,0.26,0.45,3458.0,0.0,1.0,1.0,100.0
1300,1,walk,walk,85619,,85619.0,20.0,1.0,6.0,2.0,5.92,0.071,-0.014,0.0,35.0,26.91,0.0,0.0,9.0,0.0,0.0,5.16,-0.09,-1.02,0.07,1.0,0.32,0.47,3458.0,0.0,1.0,1.0,100.0
1340,1,walk,walk,85620,,85620.0,20.0,1.0,6.0,2.0,5.91,0.071,0.028,0.0,35.0,26.88,0.0,0.0,9.0,0.0,0.0,5.16,-0.09,-1.02,0.06,1.01,0.38,0.47,3458.0,0.0,1.0,1.0,100.0
1360,1,walk,walk,85621,,85621.0,20.0,1.0,6.0,2.0,5.91,0.071,-0.087,0.0,35.0,26.88,0.0,0.0,9.0,0.0,0.0,5.16,-0.09,-1.02,0.06,1.01,0.43,0.47,3458.0,0.0,1.0,1.0,100.0
1360,1,walk,walk,85622,,85622.0,20.0,1.0,6.0,2.0,5.9,0.071,-0.066,0.0,35.0,26.88,0.0,0.0,9.0,0.0,0.0,5.16,-0.09,-1.02,0.06,1.02,0.47,0.47,3458.0,0.0,1.0,1.0,100.0
1400,1,walk,walk,85623,,85623.0,20.0,1.0,6.0,2.0,5.89,0.071,-0.034,0.0,35.0,26.88,0.0,0.0,9.0,0.0,0.0,5.16,-0.09,-1.02,0.06,1.02,0.51,0.46,3458.0,0.0,1.0,1.0,100.0
1420,1,walk,walk,85624,,85624.0,20.0,1.0,6.0,2.0,5.88,0.071,-0.061,0.0,35.0,26.88,0.0,0.0,9.0,0.0,0.0,5.16,-0.09,-1.02,0.06,1.03,0.54,0.44,3458.0,0.0,1.0,1.0,100.0
1440,1,walk,walk,85625,,85625.0,20.0,1.0,6.0,2.0,5.87,0.071,0.001,0.0,35.0,26.88,0.0,0.0,9.0,0.0,0.0,5.16,-0.09,-1.02,0.06,1.04,0.56,0.42,3458.0,0.0,1.0,1.0,100.0
1460,1,walk,walk,85626,,85626.0,20.0,1.0,6.0,2.0,5.87,0.071,-0.022,0.0,35.0,26.88,0.0,0.0,9.0,0.0,0.0,5.16,-0.09,-1.02,0.06,1.06,0.57,0.41,3458.0,0.0,1.0,1.0,100.0
1480,1,walk,walk,85627,,85627.0,20.0,1.0,6.0,2.0,5.86,0.071,-0.052,0.0,35.0,26.88,0.0,0.0,9.0,0.0,0.0,5.15,-0.09,-1.02,0.06,1.07,0.58,0.4,3458.0,0.0,1.0,1.0,100.0
1480,1,walk,walk,85628,,85628.0,20.0,1.0,6.0,2.0,5.86,0.071,0.083,0.0,35.0,26.88,0.0,0.0,9.0,0.0,0.0,5.15,-0.09,-1.02,0.06,1.09,0.58,0.39,3458.0,0.0,1.0,1.0,100.0
1520,1,walk,walk,85629,,85629.0,20.0,1.0,6.0,2.0,5.85,0.071,0.034,0.0,35.0,26.88,0.0,0.0,9.0,0.0,0.0,5.14,-0.09,-1.02,0.06,1.11,0.58,0.38,3458.0,0.0,1.0,1.0,100.0
1540,1,walk,walk,85630,,85630.0,20.0,1.0,6.0,2.0,5.84,0.071,-0.046,0.0,35.0,26.88,0.0,0.0,9.0,0.0,0.0,5.13,-0.09,-1.02,0.06,1.13,0.57,0.37,3458.0,0.0,1.0,1.0,100.0
1540,1,walk,walk,85631,,85631.0,20.0,1.0,6.0,2.0,5.84,0.071,0.073,0.0,35.0,26.91,0.0,0.0,9.0,0.0,0.0,5.13,-0.09,-1.02,0.06,1.15,0.57,0.37,3458.0,0.0,1.0,1.0,100.0
1580,1,walk,walk,85632,,85632.0,20.0,1.0,6.0,2.0,5.83,0.071,0.119,0.0,35.0,26.88,0.0,0.0,9.0,0.0,0.0,5.12,-0.09,-1.02,0.06,1.16,0.57,0.36,3458.0,0.0,1.0,1.0,100.0
1600,1,walk,walk,85633,,85633.0,20.0,1.0,6.0,2.0,5.83,0.071,0.061,0.0,35.0,26.88,0.0,0.0,9.0,0.0,0.0,5.12,-0.09,-1.02,0.06,1.17,0.57,0.36,3458.0,0.0,1.0,1.0,100.0
1600,1,walk,walk,85634,,85634.0,20.0,1.0,6.0,2.0,5.82,0.071,0.007,0.0,35.0,26.91,0.0,0.0,9.0,0.0,0.0,5.11,-0.09,-1.02,0.06,1.18,0.57,0.36,3458.0,0.0,1.0,1.0,100.0
1640,1,walk,walk,85635,,85635.0,20.0,1.0,6.0,2.0,5.82,0.071,-0.041,0.0,35.0,26.88,0.0,0.0,9.0,0.0,0.0,5.1,-0.09,-1.02,0.06,1.19,0.57,0.36,3458.0,0.0,1.0,1.0,100.0
1660,1,walk,walk,85636,,85636.0,20.0,1.0,6.0,2.0,5.81,0.071,0.194,0.0,35.0,26.88,0.0,0.0,9.0,0.0,0.0,5.1,-0.09,-1.02,0.06,1.19,0.58,0.37,3458.0,0.0,1.0,1.0,100.0
1660,1,walk,walk,85637,,85637.0,20.0,1.0,6.0,2.0,5.81,0.071,-0.001,0.0,35.0,26.88,0.0,0.0,9.0,0.0,0.0,5.09,-0.09,-1.02,0.06,1.2,0.59,0.38,3458.0,0.0,1.0,1.0,100.0
1700,1,walk,walk,85638,,85638.0,20.0,1.0,6.0,2.0,5.8,0.071,0.006,0.0,35.0,26.88,0.0,0.0,9.0,0.0,0.0,5.09,-0.09,-1.02,0.06,1.2,0.61,0.38,3458.0,0.0,1.0,1.0,100.0
1720,1,walk,walk,85639,,85639.0,20.0,1.0,6.0,2.0,5.79,0.071,-0.009,0.0,35.0,26.88,0.0,0.0,9.0,0.0,0.0,5.08,-0.09,-1.02,0.06,1.2,0.63,0.39,3458.0,0.0,1.0,1.0,100.0
1720,1,walk,walk,85640,,85640.0,20.0,1.0,6.0,2.0,5.79,0.071,0.006,0.0,35.0,26.91,0.0,0.0,9.0,0.0,0.0,5.08,-0.09,-1.02,0.06,1.2,0.64,0.39,3458.0,0.0,1.0,1.0,100.0
1760,1,walk,walk,85641,,85641.0,20.0,1.0,6.0,2.0,5.78,0.071,0.005,0.0,35.0,26.88,0.0,0.0,9.0,0.0,0.0,5.08,-0.09,-1.02,0.06,1.2,0.66,0.4,3458.0,0.0,1.0,1.0,100.0
1780,1,walk,walk,85642,,85642.0,20.0,1.0,6.0,2.0,5.78,0.071,0.002,0.0,35.0,26.88,0.0,0.0,9.0,0.0,0.0,5.07,-0.09,-1.02,0.06,1.19,0.68,0.4,3458.0,0.0,1.0,1.0,100.0
1780,1,walk,walk,85643,,85643.0,20.0,1.0,6.0,2.0,5.77,0.071,0.084,0.0,35.0,26.91,0.0,0.0,9.0,0.0,0.0,5.07,-0.09,-1.02,0.06,1.19,0.69,0.39,3458.0,0.0,1.0,1.0,100.0
1820,1,walk,walk,85644,,85644.0,20.0,1.0,6.0,2.0,5.77,0.071,0.045,0.0,35.0,26.88,0.0,0.0,9.0,0.0,0.0,5.07,-0.09,-1.02,0.06,1.18,0.71,0.39,3458.0,0.0,1.0,1.0,100.0
1840,1,walk,walk,85645,,85645.0,20.0,1.0,6.0,2.0,5.76,0.071,0.003,0.0,35.0,26.88,0.0,0.0,9.0,0.0,0.0,5.07,-0.09,-1.02,0.06,1.17,0.73,0.38,3458.0,0.0,1.0,1.0,100.0
1860,1,walk,walk,85646,,85646.0,20.0,1.0,6.0,2.0,5.75,0.071,-0.077,0.0,35.0,26.91,0.0,0.0,9.0,0.0,0.0,5.07,-0.09,-1.02,0.06,1.16,0.74,0.37,3458.0,0.0,1.0,1.0,100.0
1880,1,walk,walk,85647,,85647.0,20.0,1.0,6.0,2.0,5.75,0.071,0.033,0.0,35.0,26.88,0.0,0.0,9.0,0.0,0.0,5.07,-0.09,-1.02,0.06,1.16,0.75,0.36,3458.0,0.0,1.0,1.0,100.0
1900,1,walk,walk,85648,,85648.0,20.0,1.0,6.0,2.0,5.74,0.071,0.096,0.0,35.0,26.88,0.0,0.0,9.0,0.0,0.0,5.07,-0.09,-1.02,0.06,1.15,0.76,0.33,3458.0,0.0,1.0,1.0,100.0
1900,1,walk,walk,85649,,85649.0,20.0,1.0,6.0,2.0,5.74,0.071,-0.022,0.0,35.0,26.88,0.0,0.0,9.0,0.0,0.0,5.07,-0.09,-1.02,0.06,1.14,0.77,0.31,3458.0,0.0,1.0,1.0,100.0
1940,1,walk,walk,85650,,85650.0,20.0,1.0,6.0,2.0,5.73,0.071,0.131,0.0,35.0,26.88,0.0,0.0,9.0,0.0,0.0,5.07,-0.09,-1.02,0.06,1.13,0.78,0.28,3458.0,0.0,1.0,1.0,100.0
1960,1,walk,walk,85651,,85651.0,20.0,1.0,6.0,2.0,5.73,0.071,0.05,0.0,35.0,26.88,0.0,0.0,9.0,0.0,0.0,5.07,-0.09,-1.02,0.06,1.12,0.79,0.24,3458.0,0.0,1.0,1.0,100.0
1960,1,walk,walk,85652,,85652.0,20.0,1.0,6.0,2.0,5.72,0.071,0.001,0.0,35.0,26.88,0.0,0.0,9.0,0.0,0.0,5.06,-0.09,-1.02,0.06,1.11,0.8,0.21,3458.0,0.0,1.0,1.0,100.0
2000,1,walk,walk,85653,,85653.0,20.0,1.0,6.0,2.0,5.72,0.071,0.001,0.0,35.0,26.88,0.0,0.0,9.0,0.0,0.0,5.05,-0.09,-1.02,0.06,1.1,0.8,0.18,3458.0,0.0,1.0,1.0,100.0
2020,1,walk,walk,85654,,85654.0,20.0,1.0,6.0,2.0,5.71,0.071,-0.023,0.0,35.0,26.88,0.0,0.0,9.0,0.0,0.0,5.04,-0.09,-1.02,0.06,1.08,0.81,0.16,3458.0,0.0,1.0,1.0,100.0
2020,1,walk,walk,85655,,85655.0,20.0,1.0,6.0,2.0,5.7,0.071,0.07,0.0,35.0,26.88,0.0,0.0,9.0,0.0,0.0,5.03,-0.09,-1.02,0.06,1.07,0.82,0.15,3458.0,0.0,1.0,1.0,100.0
2060,1,walk,walk,85656,,85656.0,20.0,1.0,6.0,2.0,5.7,0.071,-0.143,0.0,35.0,26.88,0.0,0.0,9.0,0.0,0.0,5.02,-0.09,-1.02,0.06,1.07,0.82,0.14,3458.0,0.0,1.0,1.0,100.0
2080,1,walk,walk,85657,,85657.0,20.0,1.0,6.0,2.0,5.69,0.071,-0.062,0.0,35.0,26.88,0.0,0.0,9.0,0.0,0.0,5.01,-0.09,-1.02,0.06,1.07,0.82,0.14,3458.0,0.0,1.0,1.0,100.0
2080,1,walk,walk,85658,,85658.0,20.0,1.0,6.0,2.0,5.68,0.071,0.032,0.0,35.0,26.88,0.0,0.0,9.0,0.0,0.0,4.99,-0.09,-1.02,0.06,1.08,0.83,0.13,3458.0,0.0,1.0,1.0,100.0
2120,1,walk,walk,85659,,85659.0,20.0,1.0,6.0,2.0,5.68,0.071,-0.037,0.0,35.0,26.88,0.0,0.0,9.0,0.0,0.0,4.98,-0.09,-1.02,0.06,1.09,0.83,0.13,3458.0,0.0,1.0,1.0,100.0
2140,1,walk,walk,85660,,85660.0,20.0,1.0,6.0,2.0,5.67,0.071,-0.021,0.0,35.0,26.88,0.0,0.0,9.0,0.0,0.0,4.97,-0.09,-1.02,0.06,1.11,0.83,0.12,3458.0,0.0,1.0,1.0,100.0
2140,1,walk,walk,85661,,85661.0,20.0,1.0,6.0,2.0,5.66,0.071,0.06,0.0,35.0,26.88,0.0,0.0,9.0,0.0,0.0,4.96,-0.09,-1.02,0.06,1.12,0.83,0.11,3458.0,0.0,1.0,1.0,100.0
2180,1,walk,walk,85662,,85662.0,20.0,1.0,6.0,2.0,5.66,0.071,-0.096,0.0,35.0,26.88,0.0,0.0,9.0,0.0,0.0,4.95,-0.09,-1.02,0.06,1.14,0.82,0.11,3458.0,0.0,1.0,1.0,100.0
